word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks
put,junior_high,を置く,,junior_word_list,417;1107
quarter,junior_high,4分の1,四半期,junior_word_list;high_word_list,1675;332
queen,junior_high,女王,,junior_word_list,418;1913
question,junior_high,質問,,junior_word_list,419;627
quick,junior_high,速い,,junior_word_list,1676
quickly,junior_high,すぐに,,junior_word_list,420;1902
quiet,junior_high,静かな,,junior_word_list,421;716
quietly,junior_high,静かに，落ち着いて,,junior_word_list,1677
quite,junior_high,かなり，相当,かなり,junior_word_list;high_word_list,1678;498
rabbit,junior_high,ウサギ,,junior_word_list,422;707
race,junior_high,競走,,junior_word_list,1679
radiation,junior_high,放射線,,junior_word_list,1680
railway,junior_high,鉄道,,junior_word_list,1681
rain,junior_high,雨,,junior_word_list,1108;1682
rainwater,junior_high,雨水,,junior_word_list,1683
rainy,junior_high,雨降りの,,junior_word_list,423;715;1684
raise,junior_high,手などを挙げる,上げる,junior_word_list;high_word_list,1685;279
rapidly,junior_high,速く，急速に,素早く,junior_word_list;high_word_list,1686;875;1378
rat,junior_high,ネズミ,,junior_word_list,1109
raw,junior_high,生の,生の,junior_word_list;high_word_list,1110;1890;1775;2115
reach,junior_high,に着く，到着する,到着する,junior_word_list;high_word_list,1687;189
read,junior_high,を読む,,junior_word_list,424
reading,junior_high,読書,,junior_word_list,425
ready,junior_high,用意できている,,junior_word_list,1111
real,junior_high,本当の,,junior_word_list,1688
realize,junior_high,だと気づく,だとわかる,junior_word_list;high_word_list,1112;1876;486
really,junior_high,本当に、実際に,,junior_word_list,426
reason,junior_high,理由,,junior_word_list,1113;1889
receive,junior_high,を受け取る,受け取る,junior_word_list;high_word_list,1689;300
recently,junior_high,最近,最近,junior_word_list;high_word_list,1690;345
recognize,junior_high,だと分かる,,junior_word_list,1114
red,junior_high,赤,,junior_word_list,427
relate,junior_high,を～に関係させる,,junior_word_list,1691
relate to ～,junior_high,を～に関係させる,,junior_word_list,1692
relation,junior_high,関係,関係性,junior_word_list;high_word_list,1693;418
relationship,junior_high,関係,,junior_word_list,1115
relatively,junior_high,比較的,,junior_word_list,1694
release,junior_high,を放出する,解き放つ,junior_word_list;high_word_list,1695;1009;1512
remember,junior_high,を思い出す,覚えている,junior_word_list;high_word_list,1116;429
remind,junior_high,を気づかせる,思い出させる,junior_word_list;high_word_list,1117;1174;1677
remove,junior_high,を取り除く,取り除く,junior_word_list;high_word_list,1118;1010;1513
renewable,junior_high,再生可能な,,junior_word_list,1696
reply,junior_high,と答える,返答する,junior_word_list;high_word_list,1119;1916;142
report,junior_high,報告,,junior_word_list,1697
research,junior_high,を研究する,研究,junior_word_list;high_word_list,1120;1121;377
researcher,junior_high,研究者,,junior_word_list,1698
reservation,junior_high,予約,,junior_word_list,1122
resident,junior_high,住民，居住者,居住者,junior_word_list;high_word_list,1699;1929;2269
resource,junior_high,資源,資源,junior_word_list;high_word_list,1700;323
respect,junior_high,を尊敬する,尊敬,junior_word_list;high_word_list,1701;232
rest,junior_high,休息,,junior_word_list,428;1123;1702
result,junior_high,結果,結果,junior_word_list;high_word_list,1124;380
return,junior_high,帰る、戻る,,junior_word_list,1126
rhyme,junior_high,韻をふむ,,junior_word_list,1703
rhythm,junior_high,リズム，調子,,junior_word_list,1704
rice,junior_high,米、ご飯,,junior_word_list,429
rich,junior_high,金持ちの,,junior_word_list,430
ride,junior_high,乗る,,junior_word_list,431;1127
right,junior_high,右,正しい,junior_word_list;high_word_list,432;433;1128;1705;254
right away,junior_high,すぐに,,junior_word_list,1129
ring,junior_high,指輪,,junior_word_list,1130
rise,junior_high,のぼる、上がる、上昇する,上がる,junior_word_list;high_word_list,1131;280
river,junior_high,川,,junior_word_list,434;668
road,junior_high,道,,junior_word_list,1132;1706
rock,junior_high,岩,,junior_word_list,1133
rode,junior_high,乗った,,junior_word_list,1134
role,junior_high,役、役割,役割,junior_word_list;high_word_list,435;127
roof,junior_high,屋根,,junior_word_list,703
room,junior_high,部屋,,junior_word_list,436
root,junior_high,根,,junior_word_list,1707
rose,junior_high,昇った,,junior_word_list,1708
round,junior_high,丸い,,junior_word_list,437;1709
row,junior_high,列,,junior_word_list,1135;1710
rule,junior_high,規則,,junior_word_list,1136;1711
ruler,junior_high,定規,,junior_word_list,438
run,junior_high,走る,,junior_word_list,439;1712
run away,junior_high,逃げる,,junior_word_list,1713
run out of,junior_high,を使い果たす,,junior_word_list,1714
rush,junior_high,殺到,突進する,junior_word_list;high_word_list,1715;1014;1517
sacred,junior_high,神聖な,,junior_word_list,1137
sad,junior_high,悲しい,,junior_word_list,440
safely,junior_high,安全に,,junior_word_list,1716
said,junior_high,言った（過去形）,,junior_word_list,441;1717
sailor,junior_high,船員,,junior_word_list,1138
salad,junior_high,サラダ,,junior_word_list,442
salt,junior_high,塩,,junior_word_list,1140;1718
same,junior_high,同一の,,junior_word_list,1141;1719
satisfy,junior_high,を満足させる,,junior_word_list,1720
saturday,junior_high,土曜日,,junior_word_list,443
save,junior_high,を節約する,,junior_word_list,1142;1721
saw,junior_high,見た（過去形）,,junior_word_list,444
say,junior_high,を言う,,junior_word_list,445;1143
scared,junior_high,こわがって,,junior_word_list,1722
scary,junior_high,恐ろしい,,junior_word_list,1144
school,junior_high,学校,,junior_word_list,446
science,junior_high,科学,科学,junior_word_list;high_word_list,447;444
scientist,junior_high,科学者,,junior_word_list,448;1910
sea,junior_high,海,,junior_word_list,449;640
season,junior_high,季節,,junior_word_list,450
seasonal,junior_high,季節の,,junior_word_list,1723
second,junior_high,2番目,,junior_word_list,451;1145;1724
secret,junior_high,秘密,,junior_word_list,1725
see,junior_high,を見る,,junior_word_list,452;453;454;631
seem,junior_high,～のように思われる,に見える,junior_word_list;high_word_list,1146;1726;474
select,junior_high,を選ぶ,選び出す,junior_word_list;high_word_list,1147;1015;1518
selection,junior_high,選択,,junior_word_list,1148
sell,junior_high,を売る,,junior_word_list,455
send,junior_high,を送る,,junior_word_list,1149
senior,junior_high,年上の，上級の,,junior_word_list,1727
sense,junior_high,感覚,,junior_word_list,1150
sent,junior_high,送った,,junior_word_list,1151;1728
sentence,junior_high,文,,junior_word_list,1152;1918
september,junior_high,9月,,junior_word_list,456
serious,junior_high,重大な,,junior_word_list,1153
set,junior_high,置く,,junior_word_list,655
seven,junior_high,7,,junior_word_list,457
seventeen,junior_high,17,,junior_word_list,458
seventy,junior_high,70,,junior_word_list,459
severe,junior_high,厳しい,厳しい,junior_word_list;high_word_list,1154;853;1356
shade,junior_high,陰，日陰,,junior_word_list,1729
shadow,junior_high,影,,junior_word_list,1155
shake,junior_high,震える,,junior_word_list,1730
shaking,junior_high,揺れ,,junior_word_list,1731
shape,junior_high,形,,junior_word_list,1156
share,junior_high,を共有する,分かち合う,junior_word_list;high_word_list,1157;149
she,junior_high,彼女は,,junior_word_list,460
sheep,junior_high,ヒツジ,,junior_word_list,461
shelter,junior_high,避難所,,junior_word_list,1732
ship,junior_high,船,,junior_word_list,462
shirt,junior_high,シャツ,,junior_word_list,1733
shoe,junior_high,くつ,,junior_word_list,463
shoot,junior_high,撃つ,,junior_word_list,1734
shop,junior_high,店,,junior_word_list,464;1158
shopping,junior_high,買物,,junior_word_list,465
short,junior_high,短い,,junior_word_list,466
should,junior_high,すべきである,,junior_word_list,1159
shoulder,junior_high,肩,,junior_word_list,467;708
shout,junior_high,叫ぶ,,junior_word_list,1160
show,junior_high,を見せる,,junior_word_list,468;1161
shy,junior_high,恥ずかしがりの,,junior_word_list,469
sick,junior_high,病気の,,junior_word_list,470
side,junior_high,側面,,junior_word_list,1162;1735
sidewalk,junior_high,歩道,,junior_word_list,1736
sight,junior_high,視界,見ること,junior_word_list;high_word_list,1163;950;1453
sign,junior_high,合図，標識,兆候,junior_word_list;high_word_list,1737;209
signal,junior_high,信号,,junior_word_list,1738
silent,junior_high,静かな,,junior_word_list,1739
silk,junior_high,絹,,junior_word_list,1740
silver,junior_high,銀,,junior_word_list,1741
similar,junior_high,同じような,,junior_word_list,1164
simple,junior_high,単純な，簡単な,,junior_word_list,1742
since,junior_high,～以来,,junior_word_list,1743
sing,junior_high,を歌う,,junior_word_list,471
singer,junior_high,歌手,,junior_word_list,472
sink,junior_high,沈む,沈む,junior_word_list;high_word_list,1165;647
sister,junior_high,姉妹,,junior_word_list,473
sit,junior_high,座る,,junior_word_list,474;630
site,junior_high,場所,場所,junior_word_list;high_word_list,1744;1785;2125
six,junior_high,6,,junior_word_list,475
sixteen,junior_high,16,,junior_word_list,476
sixth,junior_high,6番目,,junior_word_list,477
sixty,junior_high,60,,junior_word_list,478
skill,junior_high,技術,,junior_word_list,1166
sky,junior_high,空,,junior_word_list,1167;1745
sleep,junior_high,眠る,,junior_word_list,479;686;1746
sleepy,junior_high,眠い,,junior_word_list,1747
slowly,junior_high,ゆっくりと,,junior_word_list,606;1168
small,junior_high,小さい,,junior_word_list,480
smell,junior_high,においがする,臭う,junior_word_list;high_word_list,1748;648
smile,junior_high,ほほえむ,,junior_word_list,481;1169
smoke,junior_high,煙,,junior_word_list,1749
snake,junior_high,ヘビ,,junior_word_list,482
snow,junior_high,雪,,junior_word_list,483;1171
snowy,junior_high,雪の降る,,junior_word_list,484
so,junior_high,とても,,junior_word_list,591
so far,junior_high,これまでは,,junior_word_list,1751
so that ～,junior_high,とてもなので～だ,,junior_word_list,1750
society,junior_high,社会,社会,junior_word_list;high_word_list,1172;311
soft,junior_high,やわらかい,,junior_word_list,1173
soil,junior_high,土,,junior_word_list,1752
sold,junior_high,売った,,junior_word_list,1753
solve,junior_high,を解決する,解く,junior_word_list;high_word_list,1754;438
some,junior_high,いくつかの,,junior_word_list,485
somehow,junior_high,何らかの形で,どうにか,junior_word_list;high_word_list,1755;1051;1554
someone,junior_high,だれか，ある人,,junior_word_list,1756
something,junior_high,なにか,,junior_word_list,486
sometime,junior_high,いつか,,junior_word_list,1174
sometimes,junior_high,ときどき,,junior_word_list,487
somewhere,junior_high,どこかに,,junior_word_list,1757
son,junior_high,息子,,junior_word_list,1758
song,junior_high,歌,,junior_word_list,488
soon,junior_high,すぐに,,junior_word_list,489
sorry,junior_high,残念で,,junior_word_list,1175
sort,junior_high,種類,種類,junior_word_list;high_word_list,1759;302
sound,junior_high,に聞こえる,,junior_word_list,490
soup,junior_high,スープ,,junior_word_list,491
south,junior_high,南,,junior_word_list,619;723
speak,junior_high,を話す,,junior_word_list,492
special,junior_high,特別の,,junior_word_list,493
species,junior_high,種,種,junior_word_list;high_word_list,1760;303
specific,junior_high,特定の,具体的な,junior_word_list;high_word_list,1176;1043;1546
speech,junior_high,演説,,junior_word_list,494
spell,junior_high,をつづる,,junior_word_list,495
spelling,junior_high,綴り,,junior_word_list,1761
spend,junior_high,を過ごす,費やす,junior_word_list;high_word_list,496;663;168
spice,junior_high,香辛料,,junior_word_list,1177
spoke,junior_high,話した,,junior_word_list,1178
spread,junior_high,を広げる,広がる,junior_word_list;high_word_list,1179;1180;1762;355
spring,junior_high,春,,junior_word_list,497;1181
square,junior_high,正方形の,,junior_word_list,1763
stamp,junior_high,切手,,junior_word_list,609
stand,junior_high,立つ,,junior_word_list,498;1764
stand up,junior_high,立ち上がる,,junior_word_list,1765
standard,junior_high,基準,,junior_word_list,1182
star,junior_high,星,,junior_word_list,499
station,junior_high,駅,,junior_word_list,500
stationery,junior_high,文房具,,junior_word_list,1766
statue,junior_high,像,,junior_word_list,1767
stay,junior_high,滞在する,,junior_word_list,501;1183;1868
steam,junior_high,蒸気,蒸気,junior_word_list;high_word_list,1768;1783;2123
step,junior_high,足元，階段,,junior_word_list,1769
stick,junior_high,棒,,junior_word_list,1184
still,junior_high,まだ,,junior_word_list,502;1872
stone,junior_high,石,,junior_word_list,1185
stop,junior_high,止める,,junior_word_list,503;1770
store,junior_high,を蓄える,,junior_word_list,1771
story,junior_high,物語,,junior_word_list,1186
straight,junior_high,真っすぐに,,junior_word_list,504
strange,junior_high,奇妙な,奇妙な,junior_word_list;high_word_list,1187;412
stranger,junior_high,見知らぬ人,他人,junior_word_list;high_word_list,1772;375
street,junior_high,通り,,junior_word_list,505
strict,junior_high,厳しい,厳しい,junior_word_list;high_word_list,1773;1919;2259
strike,junior_high,打つ,叩く,junior_word_list;high_word_list,1188;20
strong,junior_high,強い,,junior_word_list,506
student,junior_high,生徒,,junior_word_list,507
study,junior_high,を勉強する,,junior_word_list,508;1774
stylish,junior_high,おしゃれな,,junior_word_list,1775
subject,junior_high,教科、科目,教科,junior_word_list;high_word_list,509;109
subway,junior_high,地下鉄,,junior_word_list,510
succeed,junior_high,成功する,,junior_word_list,1776
success,junior_high,成功,成功,junior_word_list;high_word_list,1189;259
successful,junior_high,成功した,,junior_word_list,1777
such,junior_high,そのような,,junior_word_list,1190
suddenly,junior_high,突然に,,junior_word_list,1928
sugar,junior_high,砂糖,,junior_word_list,1191
summer,junior_high,夏,,junior_word_list,511
sun,junior_high,太陽,,junior_word_list,1192
sunday,junior_high,日曜日,,junior_word_list,512
sunny,junior_high,晴れの,,junior_word_list,513
sunset,junior_high,日没,,junior_word_list,1778
sunshine,junior_high,日光,,junior_word_list,1779
super,junior_high,とても，すごく,,junior_word_list,1780
supermarket,junior_high,スーパーマーケット,,junior_word_list,514
supply,junior_high,供給,供給,junior_word_list;high_word_list,1781;397
support,junior_high,を支援する，応援する,,junior_word_list,1782
sure,junior_high,もちろん,確信して,junior_word_list;high_word_list,515;516;654;430
surely,junior_high,確かに,確かに,junior_word_list;high_word_list,1783;876;1379
surprise,junior_high,驚くべきこと,,junior_word_list,517
surprised,junior_high,驚いた,,junior_word_list,1193
surprisingly,junior_high,驚いたことには,驚いたことに,junior_word_list;high_word_list,1784;1198;1701
surround,junior_high,を囲む,取り囲む,junior_word_list;high_word_list,1785;1018;1521
survey,junior_high,調査,調査,junior_word_list;high_word_list,1786;625
survival,junior_high,存続，生き残ること,生存,junior_word_list;high_word_list,1787;626
survive,junior_high,生き残る,,junior_word_list,1788
sustainable,junior_high,存続可能な,,junior_word_list,1789
sweet,junior_high,甘い,,junior_word_list,518;1790
swim,junior_high,泳ぐ,,junior_word_list,519
swimming,junior_high,水泳,,junior_word_list,520;1791
syllable,junior_high,音節,,junior_word_list,1792
table,junior_high,つくえ,,junior_word_list,521
take,junior_high,を撮る,,junior_word_list,522;523;634;635
take a look,junior_high,ちらりと見る,,junior_word_list,1019
take care of,junior_high,を大事にする,,junior_word_list,91
talk,junior_high,話す,,junior_word_list,524;625
tall,junior_high,背が高い,,junior_word_list,1194
taught,junior_high,教えた,,junior_word_list,1195
tax,junior_high,税，税金,税金,junior_word_list;high_word_list,1793;249
tea,junior_high,お茶,,junior_word_list,632
teach,junior_high,教える,,junior_word_list,525;639
teacher,junior_high,先生、教師,,junior_word_list,526
tear,junior_high,涙,引き裂く,junior_word_list;high_word_list,1794;1019;1522
technology,junior_high,科学技術,,junior_word_list,1196
telephone,junior_high,電話,,junior_word_list,527
tell,junior_high,に話す,,junior_word_list,528;636
tell to ～,junior_high,に～するように言う,,junior_word_list,1795
temple,junior_high,寺,,junior_word_list,529
ten,junior_high,10,,junior_word_list,530
tenth,junior_high,10番目,,junior_word_list,531
terrible,junior_high,ひどい,ひどい,junior_word_list;high_word_list,1796;859;1362
textbook,junior_high,教科書,,junior_word_list,532;701
than,junior_high,よりも,,junior_word_list,1197
thank,junior_high,に感謝する,,junior_word_list,533
that,junior_high,あの,,junior_word_list,534;535
that's too bad,junior_high,それはいけませんね。,,junior_word_list,44
that's very kind of you,junior_high,親切にありがとうございます,,junior_word_list,1797
the,junior_high,その,,junior_word_list,536
the globe,junior_high,地球,,junior_word_list,1484
theater,junior_high,劇場,,junior_word_list,537;1908
their,junior_high,彼らの,,junior_word_list,538
theirs,junior_high,彼らのもの,,junior_word_list,539
them,junior_high,彼らを,,junior_word_list,540
themselves,junior_high,彼ら自身,,junior_word_list,1798
then,junior_high,そのとき,,junior_word_list,1799;1800
there,junior_high,そこに,,junior_word_list,541
these,junior_high,これらの,,junior_word_list,542;1198
they,junior_high,彼らは,,junior_word_list,543
thick,junior_high,厚い,厚い,junior_word_list;high_word_list,1199;35
thing,junior_high,もの、こと,,junior_word_list,544
think,junior_high,考える,,junior_word_list,545;629
third,junior_high,3番目,,junior_word_list,546;1801;1802
thirteen,junior_high,13,,junior_word_list,547
thirty,junior_high,30,,junior_word_list,548
this,junior_high,これ,,junior_word_list,549;550
this way,junior_high,このように,,junior_word_list,1803
those,junior_high,あれらの,,junior_word_list,551;1804
though,junior_high,だけれども,,junior_word_list,1805
thought,junior_high,考え,考えること,junior_word_list;high_word_list,1806;1106;1609
thousand,junior_high,千,,junior_word_list,552;700
thousands of,junior_high,何千もの,,junior_word_list,1807
three,junior_high,3,,junior_word_list,553
through,junior_high,を通り抜けて,,junior_word_list,1808
throw,junior_high,投げる,,junior_word_list,674
thursday,junior_high,木曜日,,junior_word_list,554
tie,junior_high,ネクタイ,,junior_word_list,1809
tiger,junior_high,トラ,,junior_word_list,555
tightly,junior_high,しっかりと,,junior_word_list,1810
time,junior_high,時間,,junior_word_list,556
tiny,junior_high,ごく小さな,ごく小さい,junior_word_list;high_word_list,1200;1924;1143;1646
tired,junior_high,疲れた,,junior_word_list,557;666
title,junior_high,題名，表題,,junior_word_list,1811
to,junior_high,【方向・到達】の方へ,,junior_word_list,558
today,junior_high,今日、現在,,junior_word_list,559
together,junior_high,一緒に,,junior_word_list,560
told,junior_high,に伝えた,,junior_word_list,561
tomorrow,junior_high,明日,,junior_word_list,562
tonight,junior_high,今夜は,,junior_word_list,1812
too,junior_high,もまた,,junior_word_list,563;564
too to ～,junior_high,～するにはすぎる,,junior_word_list,1813
took,junior_high,撮った,,junior_word_list,565
tooth,junior_high,歯,,junior_word_list,566;681
touch,junior_high,にさわる,,junior_word_list,567
tough,junior_high,困難な，難しい,頑強な,junior_word_list;high_word_list,1814;860;1363
tourist,junior_high,観光客,,junior_word_list,1201
towel,junior_high,タオル,,junior_word_list,568
tower,junior_high,塔,,junior_word_list,569
town,junior_high,町,,junior_word_list,570
toy,junior_high,おもちゃ,,junior_word_list,1815
trade,junior_high,貿易,,junior_word_list,1816
tradition,junior_high,伝統,伝統,junior_word_list;high_word_list,1202;630
traditional,junior_high,伝統的な,伝統的な,junior_word_list;high_word_list,571;198
train,junior_high,列車,,junior_word_list,572
translate,junior_high,翻訳する,翻訳する,junior_word_list;high_word_list,1203;1020;1523
translation,junior_high,翻訳,,junior_word_list,1204
transport,junior_high,を輸送する,輸送する,junior_word_list;high_word_list,1817;1021;1524
trash,junior_high,ごみ、くず,,junior_word_list,573
travel,junior_high,旅行,,junior_word_list,574
traveler,junior_high,旅行者,,junior_word_list,1818
treasure,junior_high,宝物,宝,junior_word_list;high_word_list,1819;1853;2193
tree,junior_high,木,,junior_word_list,575
trip,junior_high,旅行,,junior_word_list,576
trust,junior_high,を信用する,信頼,junior_word_list;high_word_list,1820;633
try,junior_high,を試す,,junior_word_list,577
tuesday,junior_high,火曜日,,junior_word_list,578
turn,junior_high,順番,,junior_word_list,579;580
turn into,junior_high,に変わる,,junior_word_list,1205
twelfth,junior_high,12番目,,junior_word_list,581
twelve,junior_high,12,,junior_word_list,582
twentieth,junior_high,20番目,,junior_word_list,583
twenty,junior_high,20,,junior_word_list,584
twice,junior_high,2倍、2度,,junior_word_list,1206;1931;1933
two,junior_high,2,,junior_word_list,585
umbrella,junior_high,傘,,junior_word_list,586;1906
uncle,junior_high,おじ,,junior_word_list,612;1207
uncomfortable,junior_high,心地の悪い,心地の悪い,junior_word_list;high_word_list,1821;2035;2375
under,junior_high,下の,,junior_word_list,587
understand,junior_high,を理解する,,junior_word_list,588;647
understood,junior_high,を理解した,,junior_word_list,1208
unfair,junior_high,不公平な，不当な,,junior_word_list,1822
unhappy,junior_high,不幸な,,junior_word_list,1823
uniform,junior_high,制服,,junior_word_list,1824
unique,junior_high,独特な,他に類のない,junior_word_list;high_word_list,1209;1188;1691
universe,junior_high,宇宙,宇宙,junior_word_list;high_word_list,1825;453
university,junior_high,大学,大学,junior_word_list;high_word_list,1210;229
until,junior_high,まで，までは,,junior_word_list,1826
unused,junior_high,未使用の,,junior_word_list,1827
up,junior_high,上へ,,junior_word_list,589
up until,junior_high,まで,,junior_word_list,1828
use,junior_high,使う,,junior_word_list,592;1829
useful,junior_high,役に立つ,役に立つ,junior_word_list;high_word_list,665;128
usual,junior_high,通常の,,junior_word_list,1211
usually,junior_high,普段、ふつう,,junior_word_list,598
vacation,junior_high,休暇,,junior_word_list,682
valley,junior_high,谷,,junior_word_list,1830
various,junior_high,いろいろな,様々な,junior_word_list;high_word_list,1212;493
vegetable,junior_high,野菜,,junior_word_list,680
very,junior_high,非常に,,junior_word_list,594
village,junior_high,町、村,,junior_word_list,616
violence,junior_high,暴力,暴力,junior_word_list;high_word_list,1612;1831;635
visitor,junior_high,観光客,,junior_word_list,1832
wait,junior_high,待つ,,junior_word_list,602
wake,junior_high,目が覚める,,junior_word_list,1213
wake up,junior_high,目を覚ます,,junior_word_list,1214
want,junior_high,欲しい,,junior_word_list,593
war,junior_high,戦争,戦争,junior_word_list;high_word_list,1215;1833;245
warm,junior_high,温暖な,,junior_word_list,608;1216
waste,junior_high,ごみ，廃棄物,浪費する,junior_word_list;high_word_list,1834;110
watch,junior_high,腕時計,,junior_word_list,1217
water,junior_high,水,,junior_word_list,694
wave,junior_high,波,,junior_word_list,1218;1888
way,junior_high,方法,,junior_word_list,1219
weak,junior_high,弱い,,junior_word_list,1220;1835
weapon,junior_high,武器,,junior_word_list,1836
wear,junior_high,着る,身につけている,junior_word_list;high_word_list,1221;1837;265
weather,junior_high,天気,気候,junior_word_list;high_word_list,1881;405
weekly,junior_high,週刊の,,junior_word_list,1838
weigh,junior_high,重さがある,重さがある,junior_word_list;high_word_list,1222;2036;2376
weight,junior_high,重さ,重さ,junior_word_list;high_word_list,1223;293
well,junior_high,健康な,,junior_word_list,637
well-known,junior_high,有名な,よく知られた,junior_word_list;high_word_list,1839;1191;1694
well-off,junior_high,裕福な,,junior_word_list,1225
west,junior_high,西,,junior_word_list,603;1226
wet,junior_high,濡れている,,junior_word_list,1840
what to,junior_high,何をすべきか,,junior_word_list,1841
when,junior_high,するとき,,junior_word_list,1227;1862
where,junior_high,どこ,,junior_word_list,599
which,junior_high,どちらの,,junior_word_list,1228
while,junior_high,しばらくの間,一方で,junior_word_list;high_word_list,1842;478
whole,junior_high,すべての,全ての,junior_word_list;high_word_list,1843;242
wide,junior_high,幅が広い,,junior_word_list,1229;1844
wife,junior_high,妻,,junior_word_list,1230
wild,junior_high,野生の,,junior_word_list,1231
will,junior_high,～するつもり,,junior_word_list,1232
wind,junior_high,風,,junior_word_list,1233;1845
wind power,junior_high,風力,,junior_word_list,1846
winner,junior_high,勝者，受賞者,,junior_word_list,1847
wisdom,junior_high,知恵,知恵,junior_word_list;high_word_list,1234;636
wish,junior_high,望む,,junior_word_list,1235;1848
with,junior_high,～と一緒に,,junior_word_list,1236
with a smile,junior_high,笑って,,junior_word_list,1170
woke,junior_high,目が覚めた,,junior_word_list,1237
won,junior_high,勝った,,junior_word_list,1849
wonder,junior_high,～かなと思う,かなと思う,junior_word_list;high_word_list,1238;1239;1897;499
wood,junior_high,木材,,junior_word_list,1240
word,junior_high,言葉,,junior_word_list,649
work,junior_high,仕事,,junior_word_list,590;1241
work out,junior_high,運動する,,junior_word_list,1072
world,junior_high,世界,,junior_word_list,1242
worry,junior_high,心配させる,心配させる,junior_word_list;high_word_list,688;271
worth,junior_high,の価値がある,価値ある,junior_word_list;high_word_list,1850;447
would,junior_high,だろうに,,junior_word_list,1851
would like to ～,junior_high,に～してほしい,,junior_word_list,1852
wrap,junior_high,を包む,,junior_word_list,1853
writer,junior_high,作家,,junior_word_list,1243
wrong,junior_high,間違った,間違い,junior_word_list;high_word_list,1854;419
wrote,junior_high,書いた,,junior_word_list,1244
year,junior_high,年,,junior_word_list,1855
yen,junior_high,円,,junior_word_list,1856
yesterday,junior_high,昨日,,junior_word_list,597
yet,junior_high,まだ,,junior_word_list,607;1857;1858
young,junior_high,若い,,junior_word_list,1245
youth,junior_high,若さ,,junior_word_list,1859
zone,junior_high,地帯,,junior_word_list,1860
zoo,junior_high,動物園,,junior_word_list,1874
abandon,high_school,,捨て去る,high_word_list,952;1455
ability,high_school,,能力,high_word_list,179
abortion,high_school,,中絶,high_word_list,17
absence,high_school,,不在,high_word_list,1744;2084
absolute,high_school,,絶対的な,high_word_list,1977;2317
absolutely,high_school,,絶対に,high_word_list,865;1368
absorb,high_school,,吸収する,high_word_list,953;1456
abstract,high_school,,抽象的な,high_word_list,1971;2311
academic,high_school,,学術の,high_word_list,98
accompany,high_school,,付き添う,high_word_list,954;1457
accomplish,high_school,,成し遂げる,high_word_list,1107;1610
according,high_school,,による,high_word_list,105
account,high_school,,口座,high_word_list,504
accurate,high_school,,正確な,high_word_list,813;1316
accuse,high_school,,非難,high_word_list,637
accustomed,high_school,,慣れている,high_word_list,2043;2383
achieve,high_school,,達成する,high_word_list,225
achievement,high_school,,達成,high_word_list,226
acknowledge,high_school,,認める,high_word_list,1882;2222
acquaintance,high_school,,知人,high_word_list,1847;2187
activist,high_school,,行動主義者,high_word_list,350
actual,high_school,,現実の,high_word_list,814;1317
ad,high_school,,広告,high_word_list,33
adapt,high_school,,適合,high_word_list,638
addition,high_school,,追加,high_word_list,505
adequate,high_school,,十分な,high_word_list,1906;2246
adjust,high_school,,調節する,high_word_list,1969;2309
administration,high_school,,機関,high_word_list,407
admire,high_school,,賞賛する,high_word_list,955;1458
admission,high_school,,入場,high_word_list,702
admit,high_school,,認める,high_word_list,790;1293
adopt,high_school,,自分のものにする,high_word_list,1214;1717
advantage,high_school,,有利,high_word_list,123
advertise,high_school,,宣伝,high_word_list,639
advertising,high_school,,広告,high_word_list,734;1237
advocate,high_school,,提唱する,high_word_list,1076;1579
affair,high_school,,事柄,high_word_list,508
affection,high_school,,愛情，好意,high_word_list,1842;2182
afford,high_school,,余裕がある,high_word_list,1108;1611
agenda,high_school,,議題,high_word_list,738;1241
agent,high_school,,代理人,high_word_list,767;1270
aggression,high_school,,攻撃性,high_word_list,1914;2254
aggressive,high_school,,攻撃的な,high_word_list,1997;2337
agreement,high_school,,同意,high_word_list,509
agriculture,high_school,,農業,high_word_list,510
aid,high_school,,援助,high_word_list,451
aim,high_school,,ねらいをつける,high_word_list,1204;1707
aircraft,high_school,,航空機,high_word_list,926;1429
airline,high_school,,航空会社,high_word_list,1086;1589
alike,high_school,,よく似た,high_word_list,1024;1527
alliance,high_school,,同盟,high_word_list,685
allow,high_school,,許可する,high_word_list,400
ally,high_school,,同盟する,high_word_list,1064;1567
aloud,high_school,,声に出して,high_word_list,2034;2374
alter,high_school,,変える,high_word_list,791;1294
alternative,high_school,,代替物,high_word_list,768;1271
altogether,high_school,,完全に,high_word_list,1934;2274
ambition,high_school,,野望,high_word_list,1844;2184
amendment,high_school,,修正,high_word_list,679
amuse,high_school,,楽しませる,high_word_list,2044;2384
analysis,high_school,,分析,high_word_list,148
analyst,high_school,,分析者,high_word_list,68
analyze,high_school,,分析する,high_word_list,1964;2304
ancestor,high_school,,祖先,high_word_list,511
anger,high_school,,怒り,high_word_list,512
anniversary,high_school,,～周年,high_word_list,943;1446
annoy,high_school,,いらだたせる,high_word_list,1168;1671
annual,high_school,,毎年の,high_word_list,1868;2208
anxiety,high_school,,心配,high_word_list,513
anxious,high_school,,心配して,high_word_list,1025;1528
apart,high_school,,離れて,high_word_list,866;1369
apparent,high_school,,外見上の,high_word_list,2007;2347
apparently,high_school,,一見すると,high_word_list,133
appeal,high_school,,訴える,high_word_list,792;1295
appearance,high_school,,出現,high_word_list,514
