source_file,action,source_rank,word,lemma,pos,form_type,sense_id,meaning_ja,level,importance,category,note,note2,center_word_original,center_pos,center_pmw,review_reason
auto,add,1126,hardly,hardly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,hardly,RB,100+,
auto,add,1128,hike,hike,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,hike,NN,100+,
auto,add,1130,joke,joke,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,joke,NN,100+,
auto,add,1133,note,note,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,note,NN,100+,
auto,add,1134,overseas,overseas,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,overseas,RB,100+,
review,add,1138,surrounding,surrounding,verb,present_participle,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVG; center_pmw=100+,surrounding,VVG,100+,pos_review
auto,add,1140,theory,theory,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,theory,NN,100+,
auto,add,1141,thus,thus,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,thus,RB,100+,
auto,add,1142,truck,truck,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,truck,NN,100+,
review,add,1144,uk,uk,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=100+,UK,NP,100+,pos_review;acronym;proper_noun
auto,add,1146,vinegar,vinegar,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,vinegar,NN,100+,
auto,add,1148,aspect,aspect,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,aspect,NN,100+,
auto,add,1151,consumption,consumption,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,consumption,NN,100+,
auto,add,1153,degree,degree,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,degree,NN,100+,
auto,add,1155,destination,destination,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,destination,NN,100+,
auto,add,1156,device,device,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,device,NN,100+,
auto,add,1157,digital,digital,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,digital,JJ,100+,
auto,add,1158,directly,directly,adverb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=100+,directly,RB,100+,
auto,add,1159,dive,dive,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,dive,NN,100+,
auto,add,1161,exchange,exchange,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,exchange,NN,100+,
auto,add,1162,fit,fit,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,fit,NN,100+,
auto,add,1163,focus,focus,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,focus,NN,100+,
auto,add,1165,individual,individual,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,individual,JJ,100+,
auto,add,1167,km,km,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,km,NN,100+,
auto,add,1168,label,label,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,label,NN,100+,
auto,add,1171,officer,officer,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,officer,NN,100+,
auto,add,1172,popularity,popularity,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,popularity,NN,100+,
auto,add,1174,rainforest,rainforest,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,rainforest,NN,100+,
auto,add,1175,regular,regular,adjective,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=100+,regular,JJ,100+,
auto,add,1176,relieve,relieve,verb,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=100+,relieve,VV,100+,
auto,add,1177,screen,screen,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,screen,NN,100+,
auto,add,1178,site,site,noun,base,1,,high_school,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=100+,site,NN,100+,
auto,add,1188,active,active,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,active,JJ,50+,
auto,add,1189,anywhere,anywhere,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,anywhere,RB,50+,
auto,add,1190,available,available,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,available,JJ,50+,
auto,add,1192,block,block,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,block,NN,50+,
auto,add,1194,campus,campus,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,campus,NN,50+,
auto,add,1195,childhood,childhood,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,childhood,NN,50+,
auto,add,1196,claim,claim,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,claim,NN,50+,
auto,add,1198,confuse,confuse,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,confuse,VV,50+,
auto,add,1202,determine,determine,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,determine,VV,50+,
auto,add,1203,disappoint,disappoint,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,disappoint,VV,50+,
auto,add,1204,effective,effective,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,effective,JJ,50+,
auto,add,1205,escape,escape,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,escape,NN,50+,
auto,add,1206,estimate,estimate,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,estimate,NN,50+,
auto,add,1207,eventually,eventually,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,eventually,RB,50+,
auto,add,1209,flow,flow,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,flow,NN,50+,
auto,add,1210,force,force,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,force,NN,50+,
auto,add,1211,frequently,frequently,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,frequently,RB,50+,
auto,add,1212,gradually,gradually,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,gradually,RB,50+,
auto,add,1213,grandpa,grandpa,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,grandpa,NN,50+,
auto,add,1217,maintain,maintain,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,maintain,VV,50+,
auto,add,1219,movement,movement,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,movement,NN,50+,
auto,add,1221,overall,overall,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,overall,JJ,50+,
auto,add,1224,powerful,powerful,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,powerful,JJ,50+,
auto,add,1225,promote,promote,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,promote,VV,50+,
auto,add,1226,pupil,pupil,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,pupil,NN,50+,
auto,add,1228,remove,remove,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,remove,VV,50+,
auto,add,1229,respond,respond,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,respond,VV,50+,
auto,add,1231,scene,scene,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,scene,NN,50+,
auto,add,1232,search,search,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,search,NN,50+,
auto,add,1233,skin,skin,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,skin,NN,50+,
auto,add,1234,solution,solution,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,solution,NN,50+,
auto,add,1235,somewhere,somewhere,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,somewhere,RB,50+,
auto,add,1236,spite,spite,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,spite,NN,50+,
auto,add,1237,stare,stare,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,stare,NN,50+,
auto,add,1244,vary,vary,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=50+,vary,VVP,50+,
auto,add,1245,violin,violin,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,violin,NN,50+,
auto,add,1247,attempt,attempt,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,attempt,NN,50+,
auto,add,1251,comment,comment,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,comment,NN,50+,
auto,add,1252,confidence,confidence,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,confidence,NN,50+,
auto,add,1253,contribute,contribute,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,contribute,VV,50+,
auto,add,1254,demand,demand,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,demand,NN,50+,
auto,add,1256,differ,differ,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,differ,VV,50+,
auto,add,1257,discount,discount,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,discount,NN,50+,
auto,add,1259,economy,economy,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,economy,NN,50+,
auto,add,1260,entertainment,entertainment,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,entertainment,NN,50+,
auto,add,1261,extremely,extremely,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,extremely,RB,50+,
auto,add,1262,freedom,freedom,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,freedom,NN,50+,
auto,add,1263,growth,growth,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,growth,NN,50+,
auto,add,1266,imagination,imagination,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,imagination,NN,50+,
auto,add,1267,importance,importance,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,importance,NN,50+,
review,add,1269,korean,korean,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,Korean,JJ,50+,proper_noun
auto,add,1271,master,master,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,master,NN,50+,
auto,add,1274,naturally,naturally,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,naturally,RB,50+,
auto,add,1276,pleasure,pleasure,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,pleasure,NN,50+,
auto,add,1277,pollution,pollution,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,pollution,NN,50+,
auto,add,1278,portrait,portrait,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,portrait,NN,50+,
auto,add,1279,procrastination,procrastination,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,procrastination,NN,50+,
auto,add,1280,proportion,proportion,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,proportion,NN,50+,
auto,add,1281,proud,proud,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,proud,JJ,50+,
auto,add,1282,replace,replace,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,replace,VV,50+,
auto,add,1283,rule,rule,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,rule,NN,50+,
auto,add,1284,scientific,scientific,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,scientific,JJ,50+,
auto,add,1285,shy,shy,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,shy,JJ,50+,
auto,add,1288,stream,stream,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,stream,NN,50+,
auto,add,1289,tofu,tofu,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,tofu,NN,50+,
auto,add,1290,trend,trend,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,trend,NN,50+,
auto,add,1291,trick,trick,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,trick,NN,50+,
auto,add,1293,unable,unable,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,unable,JJ,50+,
auto,add,1295,unusual,unusual,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,unusual,JJ,50+,
auto,add,1298,admire,admire,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,admire,VV,50+,
auto,add,1301,bilingual,bilingual,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,bilingual,JJ,50+,
auto,add,1302,breath,breath,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,breath,NN,50+,
auto,add,1306,clone,clone,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,clone,NN,50+,
review,add,1307,co2,co2,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=50+,CO2,NP,50+,pos_review;acronym;proper_noun
auto,add,1308,connect,connect,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,connect,VV,50+,
auto,add,1309,contact,contact,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,contact,NN,50+,
auto,add,1310,delay,delay,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,delay,NN,50+,
auto,add,1312,ease,ease,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,ease,VV,50+,
auto,add,1314,extra,extra,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,extra,JJ,50+,
auto,add,1315,facility,facility,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,facility,NN,50+,
auto,add,1316,frame,frame,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,frame,NN,50+,
auto,add,1317,furniture,furniture,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,furniture,NN,50+,
auto,add,1318,hide,hide,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,hide,VV,50+,
auto,add,1319,highly,highly,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,highly,RB,50+,
auto,add,1320,huge,huge,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,huge,JJ,50+,
auto,add,1321,impression,impression,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,impression,NN,50+,
auto,add,1322,improvement,improvement,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,improvement,NN,50+,
auto,add,1327,mainly,mainly,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,mainly,RB,50+,
auto,add,1329,measure,measure,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,measure,NN,50+,
auto,add,1331,native,native,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,native,JJ,50+,
review,add,1332,oda,oda,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=50+,ODA,NP,50+,pos_review;acronym;proper_noun
auto,add,1333,owner,owner,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,owner,NN,50+,
review,add,1334,paris,paris,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NP; center_pmw=50+,Paris,NP,50+,pos_review;proper_noun
auto,add,1335,path,path,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,path,NN,50+,
auto,add,1336,preference,preference,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,preference,NN,50+,
auto,add,1337,principle,principle,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,principle,NN,50+,
auto,add,1338,rank,rank,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,rank,NN,50+,
auto,add,1339,rapidly,rapidly,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,rapidly,RB,50+,
auto,add,1340,recommend,recommend,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,recommend,VV,50+,
auto,add,1341,reflect,reflect,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,reflect,VV,50+,
auto,add,1342,remind,remind,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,remind,VV,50+,
auto,add,1343,response,response,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,response,NN,50+,
auto,add,1344,risk,risk,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,risk,NN,50+,
auto,add,1345,seed,seed,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,seed,NN,50+,
auto,add,1346,sharp,sharp,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,sharp,JJ,50+,
auto,add,1348,snowflake,snowflake,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,snowflake,NN,50+,
auto,add,1350,suffer,suffer,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,suffer,VV,50+,
auto,add,1351,target,target,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,target,NN,50+,
auto,add,1352,terrible,terrible,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,terrible,JJ,50+,
auto,add,1353,tide,tide,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,tide,NN,50+,
auto,add,1357,widely,widely,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,widely,RB,50+,
auto,add,1359,yacht,yacht,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,yacht,NN,50+,
auto,add,1361,account,account,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,account,NN,50+,
auto,add,1362,actual,actual,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,actual,JJ,50+,
auto,add,1363,assistant,assistant,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,assistant,JJ,50+,
auto,add,1364,auction,auction,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,auction,NN,50+,
auto,add,1365,brand,brand,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,brand,NN,50+,
auto,add,1367,commonly,commonly,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,commonly,RB,50+,
auto,add,1368,crane,crane,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,crane,NN,50+,
auto,add,1369,cultural,cultural,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,cultural,JJ,50+,
auto,add,1374,dye,dye,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,dye,NN,50+,
auto,add,1375,efficient,efficient,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,efficient,JJ,50+,
auto,add,1377,feature,feature,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,feature,NN,50+,
auto,add,1378,female,female,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,female,JJ,50+,
auto,add,1382,fuel,fuel,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,fuel,NN,50+,
auto,add,1383,gather,gather,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VV; center_pmw=50+,gather,VV,50+,
auto,add,1384,generally,generally,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,generally,RB,50+,
auto,add,1387,household,household,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,household,NN,50+,
auto,add,1388,increasingly,increasingly,adverb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=RB; center_pmw=50+,increasingly,RB,50+,
auto,add,1389,industrial,industrial,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,industrial,JJ,50+,
auto,add,1390,insect,insect,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,insect,NN,50+,
auto,add,1391,location,location,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,location,NN,50+,
auto,add,1392,lock,lock,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,lock,NN,50+,
auto,add,1395,manager,manager,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,manager,NN,50+,
auto,add,1397,moderator,moderator,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,moderator,NN,50+,
auto,add,1400,nut,nut,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,nut,NN,50+,
auto,add,1401,observe,observe,verb,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=VVP; center_pmw=50+,observe,VVP,50+,
auto,add,1402,okay,okay,adjective,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=JJ; center_pmw=50+,okay,JJ,50+,
auto,add,1403,opening,opening,noun,base,1,,exam,2,center_exam,センター試験語彙リスト由来。意味は要補充,center_pos=NN; center_pmw=50+,opening,NN,50+,
