expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
Is this the right way?,is this the right way?,conversation,この道みちで合あっていますか。,この道みちで合あっていますか。,junior_high,2,3,3,会話表現,3:311,1
It can't be helped.,it can't be helped.,conversation,しかたないよ。,しかたないよ。,junior_high,2,3,3,会話表現,3:27,1
It sounds great.,it sounds great.,conversation,それはよさそうです。,それはよさそうです。,junior_high,2,3,3,会話表現,3:385,1
It starts at ten.,it starts at ten.,conversation,10時じゅうじに始はじまります。,10時じゅうじに始はじまります。,junior_high,2,3,3,会話表現,3:159,1
It's a ten-minute walk.,it's a ten-minute walk.,conversation,歩あるいて10分ふんです。,歩あるいて10分ふんです。,junior_high,2,3,3,会話表現,3:302,1
It's almost nine.,it's almost nine.,conversation,もうすぐ9時くじです。,もうすぐ9時くじです。,junior_high,2,3,3,会話表現,3:137,1
It's just around the corner.,it's just around the corner.,conversation,すぐそこの角かどです。,すぐそこの角かどです。,junior_high,2,3,3,会話表現,3:566,1
It's my piece of cake.,it's my piece of cake.,conversation,それは私わたしのケーキです。,それは私わたしのケーキです。,junior_high,2,3,3,会話表現,3:588,1
It's on sale today.,it's on sale today.,conversation,今日きょうはセールです。,今日きょうはセールです。,junior_high,2,3,3,会話表現,3:231,1
It's too cold to go out.,it's too cold to go out.,conversation,外そとに出でるには寒さむすぎます。,外そとに出でるには寒さむすぎます。,junior_high,2,3,3,会話表現,3:330,1
It's too crowded.,it's too crowded.,conversation,人ひとが多おおすぎます。,人ひとが多おおすぎます。,junior_high,2,3,3,会話表現,3:586,1
Keep trying.,keep trying.,conversation,あきらめずに続つづけて。,あきらめずに続つづけて。,junior_high,2,3,3,会話表現,3:509,1
Let me help you.,let me help you.,conversation,手伝てつだわせてください。,手伝てつだわせてください。,junior_high,2,3,3,会話表現,3:80,1
Let me know.,let me know.,conversation,教おしえてね。,教おしえてね。,junior_high,2,3,3,会話表現,3:91,1
Let's cheer for them.,let's cheer for them.,conversation,みんなを応援おうえんしよう。,みんなを応援おうえんしよう。,junior_high,2,3,3,会話表現,3:427,1
Let's eat out tonight.,let's eat out tonight.,conversation,今夜こんやは外食がいしょくしよう。,今夜こんやは外食がいしょくしよう。,junior_high,2,3,3,会話表現,3:108,1
Let's leave early.,let's leave early.,conversation,早はやく出発しゅっぱつしよう。,早はやく出発しゅっぱつしよう。,junior_high,2,3,3,会話表現,3:132,1
Let's meet at noon.,let's meet at noon.,conversation,正午しょうごに会あおう。,正午しょうごに会あおう。,junior_high,2,3,3,会話表現,3:124,1
Let's meet in front of the station.,let's meet in front of the station.,conversation,駅前えきまえで会あいましょう。,駅前えきまえで会あいましょう。,junior_high,2,3,3,会話表現,3:553,1
May I borrow this book?,may i borrow this book?,conversation,この本ほんを借かりてもいいですか。,この本ほんを借かりてもいいですか。,junior_high,2,3,3,会話表現,3:71,1
May I use the computer?,may i use the computer?,conversation,コンピューターを使つかってもいいですか。,コンピューターを使つかってもいいですか。,junior_high,2,3,3,会話表現,3:196,1
My bike is broken.,my bike is broken.,conversation,自転車じてんしゃがこわれています。,自転車じてんしゃがこわれています。,junior_high,2,3,3,会話表現,3:476,1
My passport is missing.,my passport is missing.,conversation,パスポートが見当みあたりません。,パスポートが見当みあたりません。,junior_high,2,3,3,会話表現,3:319,1
My phone is out of battery.,my phone is out of battery.,conversation,携帯けいたいの電池でんちが切きれました。,携帯けいたいの電池でんちが切きれました。,junior_high,2,3,3,会話表現,3:449,1
My pleasure.,my pleasure.,conversation,よろこんで。,よろこんで。,junior_high,2,3,3,会話表現,3:33,1
My shoes are wet.,my shoes are wet.,conversation,靴くつがぬれています。,靴くつがぬれています。,junior_high,2,3,3,会話表現,3:487,1
My stomach hurts.,my stomach hurts.,conversation,おなかが痛いたいです。,おなかが痛いたいです。,junior_high,2,3,3,会話表現,3:361,1
"No tomatoes, please.","no tomatoes, please.",conversation,トマトは抜ぬいてください。,トマトは抜ぬいてください。,junior_high,2,3,3,会話表現,3:262,1
Open your textbooks.,open your textbooks.,conversation,教科書きょうかしょを開ひらいてください。,教科書きょうかしょを開ひらいてください。,junior_high,2,3,3,会話表現,3:201,1
Please call me later.,please call me later.,conversation,あとで電話でんわしてください。,あとで電話でんわしてください。,junior_high,2,3,3,会話表現,3:66,1
Please clean your room.,please clean your room.,conversation,部屋へやを片づけかたづけてください。,部屋へやを片づけかたづけてください。,junior_high,2,3,3,会話表現,3:544,1
Please hand in your report.,please hand in your report.,conversation,レポートを提出ていしゅつしてください。,レポートを提出ていしゅつしてください。,junior_high,2,3,3,会話表現,3:185,1
Please leave a message.,please leave a message.,conversation,伝言でんごんを残のこしてください。,伝言でんごんを残のこしてください。,junior_high,2,3,3,会話表現,3:434,1
Please set the table.,please set the table.,conversation,テーブルを準備じゅんびしてください。,テーブルを準備じゅんびしてください。,junior_high,2,3,3,会話表現,3:533,1
Please speak more slowly.,please speak more slowly.,conversation,もっとゆっくり話はなしてください。,もっとゆっくり話はなしてください。,junior_high,2,3,3,会話表現,3:58,1
Please tell me when to get off.,please tell me when to get off.,conversation,降おりるときに教おしえてください。,降おりるときに教おしえてください。,junior_high,2,3,3,会話表現,3:317,1
Please turn off the light.,please turn off the light.,conversation,電気でんきを消けしてください。,電気でんきを消けしてください。,junior_high,2,3,3,会話表現,3:75,1
Please wait a minute.,please wait a minute.,conversation,ちょっと待まってください。,ちょっと待まってください。,junior_high,2,3,3,会話表現,3:47,1
Save some for me.,save some for me.,conversation,少すこし残のこしておいて。,少すこし残のこしておいて。,junior_high,2,3,3,会話表現,3:280,1
Shall I help you?,shall i help you?,conversation,手伝てつだいましょうか。,手伝てつだいましょうか。,junior_high,2,3,3,会話表現,3:77,1
Shall we play tennis?,shall we play tennis?,conversation,テニスをしようか。,テニスをしようか。,junior_high,2,3,3,会話表現,3:119,1
Shall we start now?,shall we start now?,conversation,今いま始はじめようか。,今いま始はじめようか。,junior_high,2,3,3,会話表現,3:104,1
Shall we watch a movie?,shall we watch a movie?,conversation,映画えいがを見みようか。,映画えいがを見みようか。,junior_high,2,3,3,会話表現,3:130,1
Something is wrong.,something is wrong.,conversation,何なにかおかしいです。,何なにかおかしいです。,junior_high,2,3,3,会話表現,3:484,1
Sorry to bother you.,sorry to bother you.,conversation,おじゃましてすみません。,おじゃましてすみません。,junior_high,2,3,3,会話表現,3:36,1
"Sorry, wrong number.","sorry, wrong number.",conversation,すみません、番号ばんごうを間違まちがえました。,すみません、番号ばんごうを間違まちがえました。,junior_high,2,3,3,会話表現,3:465,1
Sounds fun.,sounds fun.,conversation,楽たのしそう。,楽たのしそう。,junior_high,2,3,3,会話表現,3:522,1
Spring is my favorite season.,spring is my favorite season.,conversation,春はるがいちばん好すきな季節きせつです。,春はるがいちばん好すきな季節きせつです。,junior_high,2,3,3,会話表現,3:328,1
Summer vacation starts soon.,summer vacation starts soon.,conversation,もうすぐ夏休なつやすみです。,もうすぐ夏休なつやすみです。,junior_high,2,3,3,会話表現,3:333,1
Take an umbrella with you.,take an umbrella with you.,conversation,傘かさを持もって行いって。,傘かさを持もって行いって。,junior_high,2,3,3,会話表現,3:324,1
Take your time.,take your time.,conversation,ゆっくりでいいよ。,ゆっくりでいいよ。,junior_high,2,3,3,会話表現,3:506,1
Tell me if you need anything.,tell me if you need anything.,conversation,何なにか必要ひつようなら言いってね。,何なにか必要ひつようなら言いってね。,junior_high,2,3,3,会話表現,3:93,1
Thank you anyway.,thank you anyway.,conversation,とにかくありがとう。,とにかくありがとう。,junior_high,2,3,3,会話表現,3:38,1
That happens sometimes.,that happens sometimes.,conversation,そういうこともあるよ。,そういうこともあるよ。,junior_high,2,3,3,会話表現,3:498,1
That was a great game.,that was a great game.,conversation,すばらしい試合しあいでした。,すばらしい試合しあいでした。,junior_high,2,3,3,会話表現,3:432,1
That's too difficult for me.,that's too difficult for me.,conversation,それは私わたしには難むずかしすぎます。,それは私わたしには難むずかしすぎます。,junior_high,2,3,3,会話表現,3:407,1
The class is over.,the class is over.,conversation,授業じゅぎょうは終おわりです。,授業じゅぎょうは終おわりです。,junior_high,2,3,3,会話表現,3:198,1
The connection is bad.,the connection is bad.,conversation,電波でんぱが悪わるいです。,電波でんぱが悪わるいです。,junior_high,2,3,3,会話表現,3:454,1
The food is delicious.,the food is delicious.,conversation,料理りょうりがおいしいです。,料理りょうりがおいしいです。,junior_high,2,3,3,会話表現,3:264,1
The game starts soon.,the game starts soon.,conversation,試合しあいはもうすぐ始はじまります。,試合しあいはもうすぐ始はじまります。,junior_high,2,3,3,会話表現,3:416,1
The line is busy.,the line is busy.,conversation,話はなしし中ちゅうです。,話はなしし中ちゅうです。,junior_high,2,3,3,会話表現,3:443,1
The room is dark.,the room is dark.,conversation,部屋へやが暗くらいです。,部屋へやが暗くらいです。,junior_high,2,3,3,会話表現,3:548,1
The sun is coming out.,the sun is coming out.,conversation,日ひがさしてきました。,日ひがさしてきました。,junior_high,2,3,3,会話表現,3:339,1
The train leaves soon.,the train leaves soon.,conversation,電車でんしゃはもうすぐ出でます。,電車でんしゃはもうすぐ出でます。,junior_high,2,3,3,会話表現,3:148,1
There's a big lake there.,there's a big lake there.,conversation,そこには大おおきな湖みずうみがあります。,そこには大おおきな湖みずうみがあります。,junior_high,2,3,3,会話表現,3:583,1
This is my favorite song.,this is my favorite song.,conversation,これは私わたしのいちばん好すきな歌うたです。,これは私わたしのいちばん好すきな歌うたです。,junior_high,2,3,3,会話表現,3:396,1
This is my first time.,this is my first time.,conversation,これが初はじめてです。,これが初はじめてです。,junior_high,2,3,3,会話表現,3:575,1
This is my second time.,this is my second time.,conversation,これで2回目かいめです。,これで2回目かいめです。,junior_high,2,3,3,会話表現,3:577,1
This seat is taken.,this seat is taken.,conversation,この席せきは空あいていません。,この席せきは空あいていません。,junior_high,2,3,3,会話表現,3:297,1
This smells good.,this smells good.,conversation,いいにおいがします。,いいにおいがします。,junior_high,2,3,3,会話表現,3:284,1
"Turn on the light, please.","turn on the light, please.",conversation,電気でんきをつけてください。,電気でんきをつけてください。,junior_high,2,3,3,会話表現,3:550,1
We don't have practice today.,we don't have practice today.,conversation,今日きょうは練習れんしゅうがありません。,今日きょうは練習れんしゅうがありません。,junior_high,2,3,3,会話表現,3:190,1
We had a test this morning.,we had a test this morning.,conversation,今朝けさテストがありました。,今朝けさテストがありました。,junior_high,2,3,3,会話表現,3:176,1
We have plenty of time.,we have plenty of time.,conversation,時間じかんはたっぷりあります。,時間じかんはたっぷりあります。,junior_high,2,3,3,会話表現,3:170,1
We lost by one point.,we lost by one point.,conversation,1点差てんさで負まけました。,1点差てんさで負まけました。,junior_high,2,3,3,会話表現,3:421,1
We missed the train.,we missed the train.,conversation,電車でんしゃに乗のり遅おくれました。,電車でんしゃに乗のり遅おくれました。,junior_high,2,3,3,会話表現,3:295,1
We should hurry.,we should hurry.,conversation,急いそがないと。,急いそがないと。,junior_high,2,3,3,会話表現,3:152,1
We won the match.,we won the match.,conversation,試合しあいに勝かちました。,試合しあいに勝かちました。,junior_high,2,3,3,会話表現,3:418,1
What a surprise.,what a surprise.,conversation,びっくりした。,びっくりした。,junior_high,2,3,3,会話表現,3:520,1
What time should we meet?,what time should we meet?,conversation,何時なんじに会あいましょうか。,何時なんじに会あいましょうか。,junior_high,2,3,3,会話表現,3:163,1
Which bus should I take?,which bus should i take?,conversation,どのバスに乗のればいいですか。,どのバスに乗のればいいですか。,junior_high,2,3,3,会話表現,3:291,1
Why don't we go swimming?,why don't we go swimming?,conversation,泳およぎに行いかない？,泳およぎに行いかない？,junior_high,2,3,3,会話表現,3:121,1
Why don't you ask her?,why don't you ask her?,conversation,彼女かのじょに聞きいてみたら？,彼女かのじょに聞きいてみたら？,junior_high,2,3,3,会話表現,3:110,1
Why don't you come with us?,why don't you come with us?,conversation,いっしょに来きたら？,いっしょに来きたら？,junior_high,2,3,3,会話表現,3:135,1
You did your best.,you did your best.,conversation,よくがんばったね。,よくがんばったね。,junior_high,2,3,3,会話表現,3:493,1
You should get some rest.,you should get some rest.,conversation,少すこし休やすんだほうがいいよ。,少すこし休やすんだほうがいいよ。,junior_high,2,3,3,会話表現,3:352,1
You'll be fine.,you'll be fine.,conversation,きっとうまくいくよ。,きっとうまくいくよ。,junior_high,2,3,3,会話表現,3:504,1
