expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count,hold_reason
sticky,sticky,word,べたつく，ねばねばした,べたつく，ねばねばした,exam,3,pre1,pre1,形容詞,pre1:283,1,pre1_or_1_deferred
stiffen,stiffen,word,を堅くする，硬化する,を堅くする，硬化する,exam,3,pre1,pre1,動詞,pre1:1740,1,pre1_or_1_deferred
stillness,stillness,word,静寂，静けさ,静寂，静けさ,exam,3,pre1,pre1,名詞,pre1:1339,1,pre1_or_1_deferred
stimulus,stimulus,word,刺激,刺激,exam,3,pre1,pre1,名詞,pre1:1064,1,pre1_or_1_deferred
sting,sting,word,刺す，突く,刺す，突く,exam,3,pre1,pre1;1,動詞,pre1:314;1:532,2,pre1_or_1_deferred
stink,stink,word,悪臭を放つ,悪臭を放つ,exam,3,pre1,pre1,動詞,pre1:2748,1,pre1_or_1_deferred
stitch,stitch,word,縫い目,縫い目 / 一編み，一つ編み,exam,3,pre1,pre1;1,名詞,pre1:722;1:1019,2,pre1_or_1_deferred
stony,stony,word,石の，石の多い,石の，石の多い,exam,3,pre1,pre1,形容詞,pre1:1116,1,pre1_or_1_deferred
stool,stool,word,腰かけ椅子,腰かけ椅子,exam,3,pre1,pre1,名詞,pre1:1265,1,pre1_or_1_deferred
stoop,stoop,word,かがむ,かがむ,exam,3,pre1,pre1,動詞,pre1:1119,1,pre1_or_1_deferred
stout,stout,word,頑丈な，太った,頑丈な，太った,exam,3,pre1,pre1,形容詞,pre1:1786,1,pre1_or_1_deferred
straddle,straddle,word,またがる，乗り越える,またがる，乗り越える,exam,3,pre1,pre1;1,動詞,pre1:3112;1:1875,2,pre1_or_1_deferred
strand,strand,word,行き詰らせる，座礁させる,行き詰らせる，座礁させる,exam,3,pre1,pre1,動詞,pre1:1720,1,pre1_or_1_deferred
strangle,strangle,word,を絞め殺す，窒息させる,を絞め殺す，窒息させる,exam,3,pre1,pre1,動詞,pre1:2320,1,pre1_or_1_deferred
strategic,strategic,word,戦略的な,戦略的な,exam,3,pre1,pre1,形容詞,pre1:2154,1,pre1_or_1_deferred
stray,stray,word,迷い込む,迷い込む,exam,3,pre1,pre1,動詞,pre1:1162,1,pre1_or_1_deferred
strictly,strictly,word,厳密に，厳しく,厳密に，厳しく,exam,3,pre1,pre1;1,副詞,pre1:4;1:249,2,pre1_or_1_deferred
stride,stride,word,大きく歩く，元気よく歩く,大きく歩く，元気よく歩く,exam,3,pre1,pre1,動詞,pre1:867,1,pre1_or_1_deferred
strife,strife,word,闘争，争い,闘争，争い,exam,3,pre1,pre1,名詞,pre1:1398,1,pre1_or_1_deferred
striking,striking,word,印象的な，目立つ,印象的な，目立つ,exam,3,pre1,pre1,形容詞,pre1:146,1,pre1_or_1_deferred
strive,strive,word,努力する，励む,努力する，励む,exam,3,pre1,pre1,動詞,pre1:549,1,pre1_or_1_deferred
stroll,stroll,word,散歩する,散歩する,exam,3,pre1,pre1,動詞,pre1:2076,1,pre1_or_1_deferred
structural,structural,word,構造上の，構成上の,構造上の，構成上の,exam,3,pre1,pre1,形容詞,pre1:1212,1,pre1_or_1_deferred
stumble,stumble,word,につまずく,につまずく,exam,3,pre1,pre1,動詞,pre1:755,1,pre1_or_1_deferred
stump,stump,word,切り株,切り株,exam,3,pre1,pre1,名詞,pre1:1130,1,pre1_or_1_deferred
stun,stun,word,を気絶させる,を気絶させる,exam,3,pre1,pre1,動詞,pre1:2561,1,pre1_or_1_deferred
stupidity,stupidity,word,愚かさ，愚鈍,愚かさ，愚鈍,exam,3,pre1,pre1,名詞,pre1:1074,1,pre1_or_1_deferred
sturdy,sturdy,word,たくましい，頑強な,たくましい，頑強な,exam,3,pre1,pre1,形容詞,pre1:54,1,pre1_or_1_deferred
subconscious,subconscious,word,潜在意識の,潜在意識の,exam,3,pre1,pre1,名詞,pre1:2159,1,pre1_or_1_deferred
subdue,subdue,word,鎮圧する，抑制する,鎮圧する，抑制する,exam,3,pre1,pre1;1,動詞,pre1:1806;1:418,2,pre1_or_1_deferred
sublime,sublime,word,高尚な，気品のある,高尚な，気品のある,exam,3,pre1,pre1,形容詞,pre1:1661,1,pre1_or_1_deferred
submarine,submarine,word,潜水艦，水中艇,潜水艦，水中艇,exam,3,pre1,pre1;1,名詞,pre1:1685;1:285,2,pre1_or_1_deferred
submerge,submerge,word,を水中に入れる，浸す,を水中に入れる，浸す,exam,3,pre1,pre1,動詞,pre1:2172,1,pre1_or_1_deferred
submission,submission,word,提出，降伏,提出，降伏,exam,3,pre1,pre1,名詞,pre1:1906,1,pre1_or_1_deferred
subordinate,subordinate,word,下位の,下位の,exam,3,pre1,pre1,形容詞,pre1:1979,1,pre1_or_1_deferred
subscription,subscription,word,購読，定期購読,購読，定期購読,exam,3,pre1,pre1,名詞,pre1:1497,1,pre1_or_1_deferred
subside,subside,word,低下する，沈む,低下する，沈む,exam,3,pre1,pre1,動詞,pre1:2099,1,pre1_or_1_deferred
subsidiary,subsidiary,word,子会社,子会社,exam,3,pre1,pre1,名詞,pre1:1462,1,pre1_or_1_deferred
subsidy,subsidy,word,補助金,補助金,exam,3,pre1,pre1,名詞,pre1:1461,1,pre1_or_1_deferred
substantially,substantially,word,実質的に，本質的に,実質的に，本質的に,exam,3,pre1,pre1;1,副詞,pre1:2199;1:379,2,pre1_or_1_deferred
subtract,subtract,word,差し引く,差し引く,exam,3,pre1,pre1,動詞,pre1:1477,1,pre1_or_1_deferred
suburban,suburban,word,郊外の，郊外型の,郊外の，郊外型の,exam,3,pre1,pre1;1,形容詞,pre1:2206;1:393,2,pre1_or_1_deferred
successor,successor,word,後継，次代,後継，次代,exam,3,pre1,pre1;1,名詞,pre1:1261;1:493,2,pre1_or_1_deferred
suck,suck,word,を吸う，すする,を吸う，すする,exam,3,pre1,pre1,動詞,pre1:231,1,pre1_or_1_deferred
suction,suction,word,吸引,吸引,exam,3,pre1,pre1,名詞,pre1:3157,1,pre1_or_1_deferred
suffice,suffice,word,満足させる，足りる,満足させる，足りる,exam,3,pre1,pre1,動詞,pre1:2177,1,pre1_or_1_deferred
sulfur,sulfur,word,硫黄,硫黄,exam,3,pre1,pre1;1,名詞,pre1:2284;1:2203,2,pre1_or_1_deferred
sullen,sullen,word,不機嫌な，不機嫌そうな,不機嫌な，不機嫌そうな / 不機嫌な,exam,3,pre1,pre1;1,形容詞,pre1:1816;1:3899,2,pre1_or_1_deferred
sunken,sunken,word,沈んだ,沈んだ,exam,3,pre1,pre1,形容詞,pre1:2698,1,pre1_or_1_deferred
superb,superb,word,見事な，立派な,見事な，立派な,exam,3,pre1,pre1,形容詞,pre1:1810,1,pre1_or_1_deferred
superficial,superficial,word,表面的な,表面的な,exam,3,pre1,pre1,形容詞,pre1:3070,1,pre1_or_1_deferred
superintendent,superintendent,word,監督者,監督者,exam,3,pre1,pre1,名詞,pre1:2514,1,pre1_or_1_deferred
supernatural,supernatural,word,超自然的な,超自然的な,exam,3,pre1,pre1,形容詞,pre1:1689,1,pre1_or_1_deferred
supersonic,supersonic,word,超音速の,超音速の,exam,3,pre1,pre1,形容詞,pre1:2538,1,pre1_or_1_deferred
superstition,superstition,word,迷信,迷信,exam,3,pre1,pre1,名詞,pre1:1493,1,pre1_or_1_deferred
superstitious,superstitious,word,迷信的な,迷信的な,exam,3,pre1,pre1,形容詞,pre1:2073,1,pre1_or_1_deferred
supervise,supervise,word,監督する，管理する,監督する，管理する,exam,3,pre1,pre1,動詞,pre1:1566,1,pre1_or_1_deferred
supervision,supervision,word,監督，指導者,監督，指導者,exam,3,pre1,pre1;1,名詞,pre1:936;1:360,2,pre1_or_1_deferred
supplier,supplier,word,供給者，供給元，仕入先,供給者，供給元，仕入先 / 供給者，供給元,exam,3,pre1,pre1;1,名詞,pre1:1804;1:296,2,pre1_or_1_deferred
supposedly,supposedly,word,たぶん，おそらく,たぶん，おそらく,exam,3,pre1,pre1;1,副詞,pre1:2001;1:26,2,pre1_or_1_deferred
suppression,suppression,word,抑制，鎮圧,抑制，鎮圧,exam,3,pre1,pre1,名詞,pre1:1783,1,pre1_or_1_deferred
supremacy,supremacy,word,至高，覇権,至高，覇権 / 最高，至高,exam,3,pre1,pre1;1,名詞,pre1:2703;1:1112,2,pre1_or_1_deferred
surge,surge,word,波打つ，急に上がる,波打つ，急に上がる,exam,3,pre1,pre1;1,動詞,pre1:2645;1:507,2,pre1_or_1_deferred
surgeon,surgeon,word,外科医，手術医,外科医，手術医,exam,3,pre1,pre1;1,名詞,pre1:621;1:135,2,pre1_or_1_deferred
surgical,surgical,word,外科の，外科的な,外科の，外科的な,exam,3,pre1,pre1;1,形容詞,pre1:2584;1:529,2,pre1_or_1_deferred
surmise,surmise,word,を推測する,を推測する / 推測する,exam,3,pre1,pre1;1,動詞,pre1:2480;1:3134,2,pre1_or_1_deferred
surmount,surmount,word,乗り越える,乗り越える,exam,3,pre1,pre1,動詞,pre1:3080,1,pre1_or_1_deferred
surpass,surpass,word,超える，勝る,超える，勝る,exam,3,pre1,pre1;1,動詞,pre1:1600;1:173,2,pre1_or_1_deferred
surplus,surplus,word,余剰，余り,余剰，余り,exam,3,pre1,pre1,名詞,pre1:1850,1,pre1_or_1_deferred
surrender,surrender,word,降伏する，投降する,降伏する，投降する,exam,3,pre1,pre1;1,動詞,pre1:372;1:137,2,pre1_or_1_deferred
surrounding,surrounding,word,周囲，付近,周囲，付近,exam,3,pre1,pre1,名詞,pre1:291,1,pre1_or_1_deferred
surveillance,surveillance,word,監視，見守り,監視，見守り,exam,3,pre1,pre1;1,名詞,pre1:2966;1:284,2,pre1_or_1_deferred
suspension,suspension,word,停止,停止,exam,3,pre1,pre1,名詞,pre1:1924,1,pre1_or_1_deferred
suspicion,suspicion,word,疑い，疑惑,疑い，疑惑,exam,3,pre1,pre1,名詞,pre1:538,1,pre1_or_1_deferred
swamp,swamp,word,沼地，湿地,沼地，湿地,exam,3,pre1,pre1,名詞,pre1:1229,1,pre1_or_1_deferred
swap,swap,word,交換する，取り換える,交換する，取り換える,exam,3,pre1,pre1,動詞,pre1:2404,1,pre1_or_1_deferred
swarm,swarm,word,群れ,群れ,exam,3,pre1,pre1,名詞,pre1:1629,1,pre1_or_1_deferred
sway,sway,word,揺さぶる,揺さぶる,exam,3,pre1,pre1,動詞,pre1:956,1,pre1_or_1_deferred
swell,swell,word,膨れる，大きくなる,膨れる，大きくなる,exam,3,pre1,pre1,動詞,pre1:766,1,pre1_or_1_deferred
swift,swift,word,迅速な，速い,迅速な，速い,exam,3,pre1,pre1,形容詞,pre1:470,1,pre1_or_1_deferred
swipe,swipe,word,拭く,拭く,exam,3,pre1,pre1,動詞,pre1:3377,1,pre1_or_1_deferred
swirl,swirl,word,渦巻く，旋回する,渦巻く，旋回する,exam,3,pre1,pre1,動詞,pre1:2197,1,pre1_or_1_deferred
swoop,swoop,word,急襲する,急襲する / 急降下する，急落する,exam,3,pre1,pre1;1,動詞,pre1:2874;1:1183,2,pre1_or_1_deferred
syllable,syllable,word,音節,音節,exam,3,pre1,pre1,名詞,pre1:1288,1,pre1_or_1_deferred
sympathetic,sympathetic,word,思いやりのある，共感的な,思いやりのある，共感的な,exam,3,pre1,pre1;1,形容詞,pre1:8;1:24,2,pre1_or_1_deferred
sympathize,sympathize,word,同情する，共感する,同情する，共感する,exam,3,pre1,pre1;1,動詞,pre1:1332;1:96,2,pre1_or_1_deferred
symphony,symphony,word,交響曲,交響曲,exam,3,pre1,pre1,名詞,pre1:477,1,pre1_or_1_deferred
synchronize,synchronize,word,同期する,同期する,exam,3,pre1,pre1,動詞,pre1:3285,1,pre1_or_1_deferred
syndrome,syndrome,word,症候群,症候群,exam,3,pre1,pre1,名詞,pre1:2380,1,pre1_or_1_deferred
synonym,synonym,word,同意語，類語,同意語，類語,exam,3,pre1,pre1,名詞,pre1:2393,1,pre1_or_1_deferred
synthesize,synthesize,word,統合する、まとめる,統合する、まとめる / 統合する，まとめる,exam,3,pre1,pre1;1,動詞,pre1:3188;1:1609,2,pre1_or_1_deferred
tact,tact,word,機転,機転,exam,3,pre1,pre1,名詞,pre1:2861,1,pre1_or_1_deferred
tactic,tactic,word,戦術,戦術,exam,3,pre1,pre1,名詞,pre1:2952,1,pre1_or_1_deferred
tactical,tactical,word,戦術的な,戦術的な,exam,3,pre1,pre1,形容詞,pre1:3261,1,pre1_or_1_deferred
taint,taint,word,腐敗，汚染,腐敗，汚染 / 腐敗，汚点,exam,3,pre1,pre1;1,名詞,pre1:2587;1:2158,2,pre1_or_1_deferred
tan,tan,word,肌を焼く，日焼けする,肌を焼く，日焼けする,exam,3,pre1,pre1,動詞,pre1:1565,1,pre1_or_1_deferred
tangible,tangible,word,有形の，手で触れる,有形の，手で触れる / 具体的な，実体のある,exam,3,pre1,pre1;1,形容詞,pre1:2802;1:4274,2,pre1_or_1_deferred
tangle,tangle,word,もつれさせる，絡ませる，混乱させる,もつれさせる，絡ませる，混乱させる,exam,3,pre1,pre1;1,動詞,pre1:3271;1:1796,2,pre1_or_1_deferred
tariff,tariff,word,関税,関税,exam,3,pre1,pre1,名詞,pre1:1875,1,pre1_or_1_deferred
tavern,tavern,word,居酒屋,居酒屋,exam,3,pre1,pre1,名詞,pre1:2229,1,pre1_or_1_deferred
tease,tease,word,からかう,からかう,exam,3,pre1,pre1,動詞,pre1:3011,1,pre1_or_1_deferred
tedious,tedious,word,退屈な,退屈な,exam,3,pre1,pre1,形容詞,pre1:1624,1,pre1_or_1_deferred
temperament,temperament,word,気質,気質 / 気質，性質,exam,3,pre1,pre1;1,名詞,pre1:1951;1:683,2,pre1_or_1_deferred
temperance,temperance,word,節制，禁酒,節制，禁酒,exam,3,pre1,pre1,名詞,pre1:2525,1,pre1_or_1_deferred
temperate,temperate,word,控えめな，節度のある,控えめな，節度のある,exam,3,pre1,pre1,形容詞,pre1:1754,1,pre1_or_1_deferred
tempt,tempt,word,を誘惑する,を誘惑する,exam,3,pre1,pre1,動詞,pre1:801,1,pre1_or_1_deferred
tenant,tenant,word,店子,店子,exam,3,pre1,pre1,名詞,pre1:3224,1,pre1_or_1_deferred
tendency,tendency,word,傾向,傾向,exam,3,pre1,pre1,名詞,pre1:239,1,pre1_or_1_deferred
tender,tender,word,優しい/世話人,優しい/世話人,exam,3,pre1,pre1,形容詞/名詞,pre1:18,1,pre1_or_1_deferred
tenderness,tenderness,word,優しさ,優しさ,exam,3,pre1,pre1,名詞,pre1:1355,1,pre1_or_1_deferred
tension,tension,word,緊張,緊張,exam,3,pre1,pre1,名詞,pre1:3360,1,pre1_or_1_deferred
tentative,tentative,word,暫定の，仮の,暫定の，仮の / 暫定の，一時的な,exam,3,pre1,pre1;1,形容詞,pre1:2659;1:611,2,pre1_or_1_deferred
terminate,terminate,word,を終了する，終わらせる,を終了する，終わらせる,exam,3,pre1,pre1,動詞,pre1:2616,1,pre1_or_1_deferred
termination,termination,word,終了，終わり,終了，終わり,exam,3,pre1,pre1;1,名詞,pre1:3222;1:730,2,pre1_or_1_deferred
terrain,terrain,word,地形,地形,exam,3,pre1,pre1,名詞,pre1:2992,1,pre1_or_1_deferred
terrific,terrific,word,すごい，ものすごい,すごい，ものすごい,exam,3,pre1,pre1,形容詞,pre1:721,1,pre1_or_1_deferred
testify,testify,word,証言する,証言する,exam,3,pre1,pre1,動詞,pre1:1448,1,pre1_or_1_deferred
testimony,testimony,word,証言，申し立て,証言，申し立て,exam,3,pre1,pre1;1,名詞,pre1:2287;1:409,2,pre1_or_1_deferred
textile,textile,word,織物の,織物の,exam,3,pre1,pre1,形容詞,pre1:1611,1,pre1_or_1_deferred
texture,texture,word,生地,生地,exam,3,pre1,pre1,名詞,pre1:1622,1,pre1_or_1_deferred
thaw,thaw,word,雪が解ける，雪解けの陽気になる,雪が解ける，雪解けの陽気になる,exam,3,pre1,pre1,動詞,pre1:1518,1,pre1_or_1_deferred
theft,theft,word,盗み，窃盗,盗み，窃盗,exam,3,pre1,pre1,名詞,pre1:2024,1,pre1_or_1_deferred
theology,theology,word,神学,神学,exam,3,pre1,pre1,名詞,pre1:2946,1,pre1_or_1_deferred
theoretical,theoretical,word,理論上の，理論に基づいた,理論上の，理論に基づいた,exam,3,pre1,pre1,形容詞,pre1:1742,1,pre1_or_1_deferred
thereafter,thereafter,word,その後は,その後は,exam,3,pre1,pre1,副詞,pre1:1540,1,pre1_or_1_deferred
thereby,thereby,word,それによって,それによって,exam,3,pre1,pre1,副詞,pre1:2354,1,pre1_or_1_deferred
thermal,thermal,word,熱の，温度に関する,熱の，温度に関する,exam,3,pre1,pre1;1,形容詞,pre1:2749;1:183,2,pre1_or_1_deferred
thesis,thesis,word,論文，論題,論文，論題,exam,3,pre1,pre1,名詞,pre1:1798,1,pre1_or_1_deferred
thief,thief,word,泥棒,泥棒,exam,3,pre1,pre1,名詞,pre1:3282,1,pre1_or_1_deferred
thigh,thigh,word,ふともも,ふともも,exam,3,pre1,pre1,名詞,pre1:1639,1,pre1_or_1_deferred
thin,thin,word,薄い，痩せた,薄い，痩せた,exam,3,pre1,pre1,形容詞,pre1:109,1,pre1_or_1_deferred
thong,thong,word,ひも,ひも,exam,3,pre1,pre1,名詞,pre1:2805,1,pre1_or_1_deferred
thorn,thorn,word,とげ，茨,とげ，茨 / とげ,exam,3,pre1,pre1;1,名詞,pre1:726;1:2068,2,pre1_or_1_deferred
thoroughly,thoroughly,word,徹底的に，完全に,徹底的に，完全に,exam,3,pre1,pre1;1,副詞,pre1:452;1:516,2,pre1_or_1_deferred
thread,thread,word,糸,糸,exam,3,pre1,pre1,名詞,pre1:3165,1,pre1_or_1_deferred
threshold,threshold,word,敷居，入り口,敷居，入り口 / 閾，閾値,exam,3,pre1,pre1;1,名詞,pre1:1446;1:474,2,pre1_or_1_deferred
thrift,thrift,word,倹約，節約,倹約，節約,exam,3,pre1,pre1,名詞,pre1:2146,1,pre1_or_1_deferred
thrifty,thrifty,word,倹約な,倹約な,exam,3,pre1,pre1;1,形容詞,pre1:3258;1:3270,2,pre1_or_1_deferred
thrive,thrive,word,繁栄する，隆盛する,繁栄する，隆盛する,exam,3,pre1,pre1;1,動詞,pre1:1468;1:448,2,pre1_or_1_deferred
throne,throne,word,王位，王座,王位，王座,exam,3,pre1,pre1,名詞,pre1:863,1,pre1_or_1_deferred
throng,throng,word,群衆，群れ,群衆，群れ,exam,3,pre1,pre1;1,名詞,pre1:2668;1:3780,2,pre1_or_1_deferred
thumb,thumb,word,親指,親指,exam,3,pre1,pre1,名詞,pre1:25,1,pre1_or_1_deferred
thump,thump,word,を殴る，たたく,を殴る，たたく / ゴツンと叩く，強く打つ,exam,3,pre1,pre1;1,動詞,pre1:2751;1:1628,2,pre1_or_1_deferred
tickle,tickle,word,をくすぐる,をくすぐる,exam,3,pre1,pre1,動詞,pre1:2273,1,pre1_or_1_deferred
tidal,tidal,word,潮の，潮に乗った,潮の，潮に乗った,exam,3,pre1,pre1,形容詞,pre1:1619,1,pre1_or_1_deferred
tighten,tighten,word,締める，絞る,締める，絞る,exam,3,pre1,pre1;1,動詞,pre1:589;1:300,2,pre1_or_1_deferred
tilt,tilt,word,を傾ける，を斜めにする,を傾ける，を斜めにする,exam,3,pre1,pre1,動詞,pre1:2326,1,pre1_or_1_deferred
timber,timber,word,木材,木材,exam,3,pre1,pre1,名詞,pre1:1700,1,pre1_or_1_deferred
timid,timid,word,臆病な,臆病な,exam,3,pre1,pre1,形容詞,pre1:1278,1,pre1_or_1_deferred
toil,toil,word,苦労して働く，懸命に働く,苦労して働く，懸命に働く,exam,3,pre1,pre1,動詞,pre1:1835,1,pre1_or_1_deferred
token,token,word,しるし，象徴,しるし，象徴,exam,3,pre1,pre1,名詞,pre1:282,1,pre1_or_1_deferred
tolerance,tolerance,word,寛容さ，忍耐力,寛容さ，忍耐力,exam,3,pre1,pre1,名詞,pre1:1505,1,pre1_or_1_deferred
tonic,tonic,word,強壮剤，健康促進剤,強壮剤，健康促進剤,exam,3,pre1,pre1;1,名詞,pre1:2327;1:176,2,pre1_or_1_deferred
toothpick,toothpick,word,爪楊枝,爪楊枝,exam,3,pre1,pre1,名詞,pre1:2833,1,pre1_or_1_deferred
topple,topple,word,倒れる,倒れる,exam,3,pre1,pre1,動詞,pre1:3146,1,pre1_or_1_deferred
torch,torch,word,たいまつ,たいまつ,exam,3,pre1,pre1,名詞,pre1:673,1,pre1_or_1_deferred
torrent,torrent,word,急流,急流,exam,3,pre1,pre1;1,名詞,pre1:2756;1:2173,2,pre1_or_1_deferred
torture,torture,word,を拷問にかける,を拷問にかける,exam,3,pre1,pre1,動詞,pre1:1342,1,pre1_or_1_deferred
tow,tow,word,をけん引する，引く,をけん引する，引く,exam,3,pre1,pre1,動詞,pre1:1960,1,pre1_or_1_deferred
tragic,tragic,word,悲劇的な，悲劇的,悲劇的な，悲劇的,exam,3,pre1,pre1;1,形容詞,pre1:585;1:29,2,pre1_or_1_deferred
traitor,traitor,word,裏切り者，反逆者,裏切り者，反逆者,exam,3,pre1,pre1,名詞,pre1:1561,1,pre1_or_1_deferred
tram,tram,word,市街電車，路面電車,市街電車，路面電車,exam,3,pre1,pre1,名詞,pre1:1515,1,pre1_or_1_deferred
trance,trance,word,恍惚，夢中,恍惚，夢中,exam,3,pre1,pre1,名詞,pre1:2937,1,pre1_or_1_deferred
tranquil,tranquil,word,静かな，平穏な,静かな，平穏な,exam,3,pre1,pre1,形容詞,pre1:1842,1,pre1_or_1_deferred
transcribe,transcribe,word,を筆記する，複写する,を筆記する，複写する / 複写する，複製する,exam,3,pre1,pre1;1,動詞,pre1:2562;1:906,2,pre1_or_1_deferred
transcript,transcript,word,写し，写本,写し，写本,exam,3,pre1,pre1,名詞,pre1:2308,1,pre1_or_1_deferred
transformation,transformation,word,変形，変身,変形，変身,exam,3,pre1,pre1,名詞,pre1:1271,1,pre1_or_1_deferred
transfusion,transfusion,word,輸血,輸血,exam,3,pre1,pre1,名詞,pre1:2462,1,pre1_or_1_deferred
transient,transient,word,一時的な,一時的な,exam,3,pre1,pre1;1,形容詞,pre1:3175;1:2217,2,pre1_or_1_deferred
transit,transit,word,乗り継ぎ,乗り継ぎ,exam,3,pre1,pre1,名詞,pre1:2425,1,pre1_or_1_deferred
translucent,translucent,word,半透明の、透けて見える,半透明の、透けて見える / 半透明の，透けて見える,exam,3,pre1,pre1;1,形容詞,pre1:3063;1:1405,2,pre1_or_1_deferred
transmission,transmission,word,伝送,伝送,exam,3,pre1,pre1,名詞,pre1:1218,1,pre1_or_1_deferred
transmit,transmit,word,送信する,送信する,exam,3,pre1,pre1,動詞,pre1:1185,1,pre1_or_1_deferred
transparency,transparency,word,透明性,透明性,exam,3,pre1,pre1,名詞,pre1:2028,1,pre1_or_1_deferred
transparent,transparent,word,透明な，光を通す,透明な，光を通す,exam,3,pre1,pre1,形容詞,pre1:1257,1,pre1_or_1_deferred
transplant,transplant,word,を移植する,を移植する,exam,3,pre1,pre1,動詞,pre1:2084,1,pre1_or_1_deferred
trash,trash,word,ごみ，価値のないもの,ごみ，価値のないもの,exam,3,pre1,pre1,名詞,pre1:1057,1,pre1_or_1_deferred
traverse,traverse,word,を横切る，横断する,を横切る，横断する,exam,3,pre1,pre1,動詞,pre1:2228,1,pre1_or_1_deferred
treacherous,treacherous,word,裏切った，反逆の,裏切った，反逆の / 背いた,exam,3,pre1,pre1;1,形容詞,pre1:2202;1:4048,2,pre1_or_1_deferred
tread,tread,word,足を踏み入れる,足を踏み入れる,exam,3,pre1,pre1,動詞,pre1:478,1,pre1_or_1_deferred
treasury,treasury,word,宝庫，基金,宝庫，基金,exam,3,pre1,pre1,名詞,pre1:1335,1,pre1_or_1_deferred
trespass,trespass,word,侵害する，つけ込む,侵害する，つけ込む,exam,3,pre1,pre1,動詞,pre1:2928,1,pre1_or_1_deferred
tribal,tribal,word,部族の,部族の,exam,3,pre1,pre1,形容詞,pre1:2332,1,pre1_or_1_deferred
tribunal,tribunal,word,裁判所,裁判所,exam,3,pre1,pre1,名詞,pre1:2912,1,pre1_or_1_deferred
tribute,tribute,word,貢ぎ物，感謝,貢ぎ物，感謝,exam,3,pre1,pre1,名詞,pre1:1618,1,pre1_or_1_deferred
trickle,trickle,word,したたる,したたる,exam,3,pre1,pre1,動詞,pre1:2651,1,pre1_or_1_deferred
trifle,trifle,word,ささいなこと,ささいなこと,exam,3,pre1,pre1,名詞,pre1:1435,1,pre1_or_1_deferred
trim,trim,word,を整える，手入れする,を整える，手入れする,exam,3,pre1,pre1,動詞,pre1:675,1,pre1_or_1_deferred
triumph,triumph,word,大勝利,大勝利,exam,3,pre1,pre1,名詞,pre1:324,1,pre1_or_1_deferred
triumphant,triumphant,word,成功した，勝利した,成功した，勝利した,exam,3,pre1,pre1,形容詞,pre1:2132,1,pre1_or_1_deferred
trot,trot,word,急ぎ足，駆け足,急ぎ足，駆け足,exam,3,pre1,pre1,名詞,pre1:2000,1,pre1_or_1_deferred
trustee,trustee,word,受託者，保管人,受託者，保管人,exam,3,pre1,pre1,名詞,pre1:1663,1,pre1_or_1_deferred
tuck,tuck,word,を押し込む，つめ込む,を押し込む，つめ込む,exam,3,pre1,pre1,動詞,pre1:1076,1,pre1_or_1_deferred
tug,tug,word,をぐいと引く，強く引っ張る,をぐいと引く，強く引っ張る,exam,3,pre1,pre1,動詞,pre1:2280,1,pre1_or_1_deferred
tumble,tumble,word,転落する，倒れる,転落する，倒れる,exam,3,pre1,pre1,動詞,pre1:1557,1,pre1_or_1_deferred
tumult,tumult,word,騒動，暴動,騒動，暴動,exam,3,pre1,pre1,名詞,pre1:2884,1,pre1_or_1_deferred
turmoil,turmoil,word,騒動，混乱，騒ぎ,騒動，混乱，騒ぎ,exam,3,pre1,pre1;1,名詞,pre1:2107;1:325,2,pre1_or_1_deferred
tutor,tutor,word,家庭教師，個別指導者,家庭教師，個別指導者,exam,3,pre1,pre1;1,名詞,pre1:118;1:136,2,pre1_or_1_deferred
twig,twig,word,小枝,小枝,exam,3,pre1,pre1,名詞,pre1:1495,1,pre1_or_1_deferred
twilight,twilight,word,黄昏時,黄昏時,exam,3,pre1,pre1,名詞,pre1:727,1,pre1_or_1_deferred
twinkle,twinkle,word,きらきら光る,きらきら光る,exam,3,pre1,pre1,動詞,pre1:808,1,pre1_or_1_deferred
tyranny,tyranny,word,専制政治，圧政,専制政治，圧政,exam,3,pre1,pre1;1,名詞,pre1:1772;1:158,2,pre1_or_1_deferred
ultimately,ultimately,word,最後に，ついに,最後に，ついに,exam,3,pre1,pre1,副詞,pre1:131,1,pre1_or_1_deferred
umpire,umpire,word,審判，審判員,審判，審判員,exam,3,pre1,pre1,名詞,pre1:951,1,pre1_or_1_deferred
unanimous,unanimous,word,満場一致の，同意見の,満場一致の，同意見の,exam,3,pre1,pre1,形容詞,pre1:1649,1,pre1_or_1_deferred
unaware,unaware,word,気づいていない,気づいていない,exam,3,pre1,pre1,形容詞,pre1:686,1,pre1_or_1_deferred
uncertain,uncertain,word,不確実な，確信を持てない,不確実な，確信を持てない,exam,3,pre1,pre1,形容詞,pre1:280,1,pre1_or_1_deferred
uncertainty,uncertainty,word,不確実性，不明確さ,不確実性，不明確さ,exam,3,pre1,pre1,名詞,pre1:581,1,pre1_or_1_deferred
uncommon,uncommon,word,珍しい，滅多にない,珍しい，滅多にない,exam,3,pre1,pre1,形容詞,pre1:802,1,pre1_or_1_deferred
unconscious,unconscious,word,無意識の，潜在意識の,無意識の，潜在意識の,exam,3,pre1,pre1;1,形容詞,pre1:1247;1:262,2,pre1_or_1_deferred
uncover,uncover,word,を明らかにする，ふたを取る,を明らかにする，ふたを取る,exam,3,pre1,pre1,動詞,pre1:891,1,pre1_or_1_deferred
