word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks,master_status
luxury,high_school,,贅沢な,high_word_list,1947;2287,missing
mad,high_school,,狂った,high_word_list,885;1388,missing
mainly,high_school,,主に,high_word_list,28,missing
maintain,high_school,,維持する,high_word_list,460,missing
maintenance,high_school,,持続,high_word_list,749;1252,missing
majority,high_school,,大多数,high_word_list,227,missing
maker,high_school,,製造元,high_word_list,893;1396,missing
male,high_school,,男性,high_word_list,219,missing
mammal,high_school,,哺乳動物,high_word_list,1952;2292,missing
manager,high_school,,部長,high_word_list,588,missing
manner,high_school,,やり方,high_word_list,779;1282,missing
manufacturer,high_school,,製造元,high_word_list,489,missing
manufacturing,high_school,,製造している,high_word_list,1202;1705,missing
mass,high_school,,塊,high_word_list,437,missing
massive,high_school,,巨大な,high_word_list,1927;2267,missing
master,high_school,,主人,high_word_list,589,missing
mate,high_school,,友達,high_word_list,125,missing
mature,high_school,,成熟した,high_word_list,1980;2320,missing
maximum,high_school,,最大,high_word_list,731;1234,missing
means,high_school,,手段,high_word_list,1796;2136,missing
meanwhile,high_school,,一方で,high_word_list,457,missing
melt,high_school,,溶ける,high_word_list,1865;2205,missing
mere,high_school,,単なる,high_word_list,934;1437,missing
merely,high_school,,単に,high_word_list,224,missing
mess,high_school,,混乱,high_word_list,735;1238,missing
mexican,high_school,,メキシコの,high_word_list,1157;1660,missing
military,high_school,,軍隊の,high_word_list,843;1346,missing
mineral,high_school,,鉱物,high_word_list,1806;2146,missing
minimum,high_school,,最小の,high_word_list,925;1428,missing
minister,high_school,,大臣,high_word_list,228,missing
ministry,high_school,,省庁,high_word_list,1787;2127,missing
minority,high_school,,少数派,high_word_list,1904;2244,missing
mixture,high_school,,混合,high_word_list,660,missing
moral,high_school,,道徳の,high_word_list,76,missing
mortgage,high_school,,抵当,high_word_list,678,missing
mostly,high_school,,主に,high_word_list,29,missing
motive,high_school,,動機,high_word_list,1758;2098,missing
multiple,high_school,,掛け算する,high_word_list,427,missing
murder,high_school,,殺人,high_word_list,593,missing
muslim,high_school,,イスラム教徒,high_word_list,1196;1699,missing
mutual,high_school,,相互の,high_word_list,1892;2232,missing
mysterious,high_school,,不可解な,high_word_list,1035;1538,missing
mystery,high_school,,神秘的な,high_word_list,1084;1587,missing
myth,high_school,,神話,high_word_list,1778;2118,missing
naked,high_school,,裸の,high_word_list,720;1223,missing
narrow,high_school,,幅が狭い,high_word_list,1036;1539,missing
navy,high_school,,海軍,high_word_list,1830;2170,missing
nearby,high_school,,近くの,high_word_list,844;1347,missing
necessarily,high_school,,必然的に,high_word_list,1048;1551,missing
necessity,high_school,,必要,high_word_list,594,missing
neglect,high_school,,無視する,high_word_list,2012;2352,missing
negotiate,high_school,,交渉する,high_word_list,1067;1570,missing
negotiation,high_school,,交渉,high_word_list,733;1236,missing
neighborhood,high_school,,近所,high_word_list,595,missing
nerve,high_school,,神経,high_word_list,1779;2119,missing
nevertheless,high_school,,にもかかわらず,high_word_list,1210;1713,missing
newly,high_school,,新たに,high_word_list,910;1413,missing
nod,high_school,,うなずく,high_word_list,2024;2364,missing
normally,high_school,,通常は,high_word_list,873;1376,missing
notion,high_school,,考え,high_word_list,596,missing
nowhere,high_school,,どこにも,high_word_list,1068;1571,missing
numerous,high_school,,多数の,high_word_list,1891;2231,missing
objective,high_school,,目標,high_word_list,130,missing
obligation,high_school,,義務,high_word_list,1822;2162,missing
observation,high_school,,観察,high_word_list,597,missing
observe,high_school,,観察する,high_word_list,421,missing
observer,high_school,,観察者,high_word_list,904;1407,missing
obtain,high_school,,手に入れる,high_word_list,1124;1627,missing
obvious,high_school,,明白な,high_word_list,132,missing
obviously,high_school,,明らかに,high_word_list,1049;1552,missing
occasion,high_school,,特定の時,high_word_list,946;1449,missing
occasionally,high_school,,時折,high_word_list,659,missing
occupation,high_school,,職業,high_word_list,598,missing
occupy,high_school,,占める,high_word_list,804;1307,missing
odd,high_school,,変な,high_word_list,1740;2080,missing
operate,high_school,,操作する,high_word_list,240,missing
operating,high_school,,作動している,high_word_list,1200;1703,missing
operator,high_school,,操作者,high_word_list,942;1445,missing
opponent,high_school,,相手,high_word_list,674,missing
oppose,high_school,,反対する,high_word_list,994;1497,missing
opposition,high_school,,反対,high_word_list,171,missing
orbit,high_school,,軌道,high_word_list,1826;2166,missing
organization,high_school,,組織,high_word_list,600,missing
organize,high_school,,組織する,high_word_list,995;1498,missing
origin,high_school,,起源,high_word_list,601,missing
originate,high_school,,始まる,high_word_list,1944;2284,missing
otherwise,high_school,,さもなければ,high_word_list,492,missing
outcome,high_school,,結果,high_word_list,381,missing
output,high_school,,生産量,high_word_list,1896;2236,missing
overall,high_school,,全体的な,high_word_list,241,missing
overcome,high_school,,克服する,high_word_list,996;1499,missing
overwhelming,high_school,,圧倒的な,high_word_list,2011;2351,missing
owe,high_school,,借りている,high_word_list,2038;2378,missing
painful,high_school,,苦痛な,high_word_list,1924;2264,missing
palm,high_school,,手のひら,high_word_list,306,missing
pan,high_school,,フライパン,high_word_list,472,missing
parallel,high_school,,平行の,high_word_list,1876;2216,missing
parking,high_school,,駐車場,high_word_list,936;1439,missing
parliament,high_school,,議会,high_word_list,1821;2161,missing
participant,high_school,,参加者,high_word_list,1912;2252,missing
particularly,high_school,,特に,high_word_list,11,missing
partly,high_school,,部分的に,high_word_list,1057;1560,missing
partnership,high_school,,共同,high_word_list,683,missing
passion,high_school,,熱望,high_word_list,1752;2092,missing
passive,high_school,,受身の,high_word_list,1908;2248,missing
patch,high_school,,あて布,high_word_list,898;1401,missing
path,high_school,,小道,high_word_list,287,missing
patience,high_school,,辛抱強さ,high_word_list,1984;2324,missing
peak,high_school,,頂上,high_word_list,16,missing
peculiar,high_school,,奇妙な,high_word_list,1932;2272,missing
peer,high_school,,同僚,high_word_list,13,missing
pension,high_school,,年金,high_word_list,672,missing
perceive,high_school,,知覚する,high_word_list,998;1501,missing
perception,high_school,,知覚,high_word_list,1848;2188,missing
permanent,high_school,,永久の,high_word_list,1938;2278,missing
permission,high_school,,許可,high_word_list,760;1263,missing
permit,high_school,,許可する,high_word_list,999;1502,missing
personality,high_school,,人格,high_word_list,605,missing
personally,high_school,,個人的に,high_word_list,1092;1595,missing
personnel,high_school,,人事,high_word_list,762;1265,missing
perspective,high_school,,見解,high_word_list,1849;2189,missing
persuade,high_school,,説得する,high_word_list,1000;1503,missing
phase,high_school,,段階,high_word_list,18,missing
phenomenon,high_school,,現象,high_word_list,606,missing
philosopher,high_school,,哲学者,high_word_list,780;1283,missing
philosophy,high_school,,哲学,high_word_list,607,missing
physician,high_school,,医師,high_word_list,710,missing
physics,high_school,,物理学,high_word_list,781;1284,missing
pile,high_school,,積み重ね,high_word_list,1979;2319,missing
pioneer,high_school,,開拓者,high_word_list,1935;2275,missing
pit,high_school,,くぼみ,high_word_list,901;1404,missing
pitch,high_school,,投げる,high_word_list,80,missing
plain,high_school,,簡素な,high_word_list,1933;2273,missing
pleasant,high_school,,楽しい,high_word_list,847;1350,missing
plenty,high_school,,たくさん,high_word_list,947;1450,missing
plot,high_school,,話の筋,high_word_list,888;1391,missing
policy,high_school,,政策,high_word_list,258,missing
polite,high_school,,礼儀正しい,high_word_list,1138;1641,missing
political,high_school,,政治の,high_word_list,257,missing
politician,high_school,,政治家,high_word_list,782;1285,missing
politics,high_school,,政治,high_word_list,608,missing
poll,high_school,,投票,high_word_list,193,missing
portion,high_school,,部分,high_word_list,1742;2082,missing
portrait,high_school,,肖像画,high_word_list,896;1399,missing
pose,high_school,,姿勢,high_word_list,664,missing
possess,high_school,,所有する,high_word_list,1001;1504,missing
possession,high_school,,所有,high_word_list,1789;2129,missing
possibility,high_school,,可能性,high_word_list,445,missing
possibly,high_school,,ひょっとすると,high_word_list,1211;1714,missing
potential,high_school,,潜在的な,high_word_list,1038;1541,missing
potentially,high_school,,潜在的な,high_word_list,1097;1600,missing
pour,high_school,,注ぐ,high_word_list,1766;2106,missing
poverty,high_school,,貧困,high_word_list,743;1246,missing
practical,high_school,,実用的な,high_word_list,312,missing
practically,high_school,,実質的に,high_word_list,1989;2329,missing
praise,high_school,,ほめる,high_word_list,805;1308,missing
pray,high_school,,祈る,high_word_list,1827;2167,missing
prayer,high_school,,祈り,high_word_list,690,missing
precise,high_school,,正確な,high_word_list,1899;2239,missing
precisely,high_school,,正確に,high_word_list,1897;2237,missing
predict,high_school,,予想する,high_word_list,1002;1505,missing
preference,high_school,,好み,high_word_list,1810;2150,missing
pregnant,high_school,,妊娠した,high_word_list,1069;1572,missing
prejudice,high_school,,先入観,high_word_list,1894;2234,missing
preparation,high_school,,準備,high_word_list,736;1239,missing
presence,high_school,,存在,high_word_list,610,missing
press,high_school,,押す,high_word_list,56,missing
pretend,high_school,,ふりをする,high_word_list,1125;1628,missing
prevent,high_school,,妨げる,high_word_list,137,missing
previous,high_school,,前の,high_word_list,656,missing
previously,high_school,,以前は,high_word_list,102,missing
primarily,high_school,,主として,high_word_list,1987;2327,missing
primary,high_school,,最初の,high_word_list,848;1351,missing
prime,high_school,,主要な,high_word_list,1909;2249,missing
primitive,high_school,,原始的な,high_word_list,1039;1542,missing
principal,high_school,,第一の,high_word_list,1889;2229,missing
principle,high_school,,原理,high_word_list,373,missing
prior,high_school,,優先の,high_word_list,126,missing
priority,high_school,,優先度,high_word_list,66,missing
prison,high_school,,刑務所,high_word_list,387,missing
prisoner,high_school,,囚人,high_word_list,25,missing
privilege,high_school,,特権,high_word_list,1754;2094,missing
procedure,high_school,,手続き,high_word_list,304,missing
proceed,high_school,,進む,high_word_list,1777;2117,missing
production,high_school,,生産,high_word_list,251,missing
profession,high_school,,職業,high_word_list,1782;2122,missing
profit,high_school,,利益,high_word_list,611,missing
profound,high_school,,深い,high_word_list,1780;2120,missing
progression,high_school,,進行,high_word_list,112,missing
promote,high_school,,促進する,high_word_list,1003;1506,missing
promotion,high_school,,昇進,high_word_list,759;1262,missing
prompt,high_school,,即座の,high_word_list,937;1440,missing
pronunciation,high_school,,発音,high_word_list,1749;2089,missing
proof,high_school,,証拠,high_word_list,612,missing
proper,high_school,,適切な,high_word_list,849;1352,missing
properly,high_school,,適切に,high_word_list,874;1377,missing
property,high_school,,財産,high_word_list,613,missing
proportion,high_school,,比率,high_word_list,614,missing
proposal,high_school,,提案,high_word_list,203,missing
propose,high_school,,提案する,high_word_list,1004;1507,missing
proposed,high_school,,提案した,high_word_list,1096;1599,missing
prosecution,high_school,,起訴,high_word_list,709,missing
prosecutor,high_school,,検察官,high_word_list,911;1414,missing
prospect,high_school,,見通し,high_word_list,1921;2261,missing
protein,high_school,,タンパク質,high_word_list,1151;1654,missing
proud,high_school,,自慢に思って,high_word_list,1186;1689,missing
proverb,high_school,,ことわざ,high_word_list,948;1451,missing
province,high_school,,州,high_word_list,296,missing
provision,high_school,,供給,high_word_list,398,missing
psychological,high_school,,心理的な,high_word_list,269,missing
publication,high_school,,出版物,high_word_list,928;1431,missing
punish,high_school,,罰する,high_word_list,806;1309,missing
pupil,high_school,,生徒,high_word_list,1774;2114,missing
purchase,high_school,,購入する,high_word_list,1005;1508,missing
pure,high_school,,純粋な,high_word_list,884;1387,missing
pursuit,high_school,,追跡,high_word_list,1762;2102,missing
qualify,high_school,,資格を与える,high_word_list,1201;1704,missing
quit,high_school,,やめる,high_word_list,807;1310,missing
racial,high_school,,人種の,high_word_list,1900;2240,missing
radical,high_school,,急進的な,high_word_list,1073;1576,missing
range,high_school,,範囲,high_word_list,170,missing
rapid,high_school,,急速な,high_word_list,938;1441,missing
rare,high_school,,まれな,high_word_list,850;1353,missing
rarely,high_school,,めったに～ない,high_word_list,1213;1716,missing
rating,high_school,,評価,high_word_list,7,missing
rational,high_school,,理性的な,high_word_list,1955;2295,missing
react,high_school,,反応する,high_word_list,1006;1509,missing
reaction,high_school,,反応,high_word_list,615,missing
rear,high_school,,後部の,high_word_list,1916;2256,missing
reasonable,high_school,,理性のある,high_word_list,1140;1643,missing
rebel,high_school,,反逆者,high_word_list,916;1419,missing
recall,high_school,,呼び戻す,high_word_list,365,missing
recession,high_school,,不況,high_word_list,675,missing
recognition,high_school,,認識,high_word_list,1845;2185,missing
recommend,high_school,,薦める,high_word_list,808;1311,missing
recommendation,high_school,,推薦,high_word_list,744;1247,missing
recover,high_school,,回復する,high_word_list,1007;1510,missing
recovery,high_school,,回復,high_word_list,671,missing
reduction,high_school,,削減,high_word_list,337,missing
refer,high_school,,言及する,high_word_list,368,missing
reference,high_school,,参照,high_word_list,1812;2152,missing
reflection,high_school,,反映,high_word_list,1748;2088,missing
refugee,high_school,,難民,high_word_list,182,missing
regarding,high_school,,に関して,high_word_list,1090;1593,missing
regardless,high_school,,にも関わらず,high_word_list,2060;2400,missing
regime,high_school,,政権,high_word_list,22,missing
region,high_school,,地域,high_word_list,616,missing
regional,high_school,,地方の,high_word_list,213,missing
regret,high_school,,後悔する,high_word_list,360,missing
regulation,high_school,,規制,high_word_list,61,missing
reject,high_school,,拒絶する,high_word_list,1008;1511,missing
relative,high_school,,相対的な,high_word_list,1975;2315,missing
relevant,high_school,,関連のある,high_word_list,417,missing
reliable,high_school,,頼りになる,high_word_list,2027;2367,missing
relief,high_school,,安堵,high_word_list,1841;2181,missing
religion,high_school,,宗教,high_word_list,617,missing
rely,high_school,,頼る,high_word_list,646,missing
remaining,high_school,,残り,high_word_list,334,missing
remark,high_school,,ことば,high_word_list,783;1286,missing
remarkable,high_school,,目立った,high_word_list,1040;1543,missing
remote,high_school,,遠い,high_word_list,1837;2177,missing
rent,high_school,,家賃,high_word_list,54,missing
replace,high_school,,取って代わる,high_word_list,1175;1678,missing
representation,high_school,,表現,high_word_list,668,missing
representative,high_school,,代表者,high_word_list,230,missing
republic,high_school,,共和国,high_word_list,1926;2266,missing
reputation,high_school,,評判,high_word_list,618,missing
reserve,high_school,,取っておく,high_word_list,1127;1630,missing
resist,high_school,,抵抗する,high_word_list,2015;2355,missing
resistance,high_school,,抵抗,high_word_list,204,missing
resolution,high_school,,解決,high_word_list,52,missing
resolve,high_school,,解決する,high_word_list,2008;2348,missing
respond,high_school,,反応する,high_word_list,1012;1515,missing
responsible,high_school,,責任がある,high_word_list,1141;1644,missing
restore,high_school,,修復する,high_word_list,1085;1588,missing
restrict,high_school,,制限する,high_word_list,1981;2321,missing
restriction,high_school,,制限,high_word_list,756;1259,missing
retain,high_school,,保持する,high_word_list,1963;2303,missing
retire,high_school,,退職する,high_word_list,1013;1516,missing
retirement,high_school,,退職,high_word_list,742;1245,missing
revenue,high_school,,収益,high_word_list,298,missing
reverse,high_school,,反対の,high_word_list,929;1432,missing
revolution,high_school,,革命,high_word_list,619,missing
reward,high_school,,褒美,high_word_list,620,missing
rid,high_school,,取り除く,high_word_list,308,missing
ritual,high_school,,儀式,high_word_list,1824;2164,missing
roll,high_school,,転がる,high_word_list,809;1312,missing
rough,high_school,,ごつごつした,high_word_list,1187;1690,missing
rub,high_school,,こする,high_word_list,895;1398,missing
rude,high_school,,失礼な,high_word_list,1910;2250,missing
ruin,high_school,,台無しにする,high_word_list,2056;2396,missing
rural,high_school,,田舎の,high_word_list,851;1354,missing
sacrifice,high_school,,犠牲,high_word_list,1823;2163,missing
salary,high_school,,給与,high_word_list,750;1253,missing
satellite,high_school,,衛星,high_word_list,766;1269,missing
satisfaction,high_school,,満足,high_word_list,757;1260,missing
satisfactory,high_school,,満足のいく,high_word_list,2029;2369,missing
scatter,high_school,,まき散らす,high_word_list,2048;2388,missing
scheme,high_school,,計画,high_word_list,383,missing
scholar,high_school,,学者,high_word_list,1829;2169,missing
scientific,high_school,,科学の,high_word_list,100,missing
sculpture,high_school,,彫刻,high_word_list,758;1261,missing
secretary,high_school,,秘書,high_word_list,169,missing
seed,high_school,,種子,high_word_list,1795;2135,missing
seek,high_school,,求める,high_word_list,95,missing
seize,high_school,,つかむ,high_word_list,915;1418,missing
seldom,high_school,,めったに…しない,high_word_list,1220;1723,missing
senate,high_school,,上院,high_word_list,278,missing
sensible,high_school,,分別のある,high_word_list,2031;2371,missing
sensitive,high_school,,敏感な,high_word_list,852;1355,missing
sequence,high_school,,連続,high_word_list,1,missing
servant,high_school,,使用人,high_word_list,1911;2251,missing
settle,high_school,,決着させる,high_word_list,1128;1631,missing
settlement,high_school,,移住,high_word_list,461,missing
shame,high_school,,恥,high_word_list,1859;2199,missing
sharp,high_school,,鋭い,high_word_list,57,missing
shed,high_school,,流す,high_word_list,1788;2128,missing
shit,high_school,,大便,high_word_list,694,missing
shooting,high_school,,撮影,high_word_list,692,missing
shore,high_school,,岸,high_word_list,1861;2201,missing
shortage,high_school,,不足,high_word_list,621,missing
shortly,high_school,,まもなく,high_word_list,1087;1590,missing
shrug,high_school,,肩をすくめる,high_word_list,1197;1700,missing
sigh,high_school,,ため息をつく,high_word_list,1195;1698,missing
significance,high_school,,重要性,high_word_list,784;1287,missing
significant,high_school,,重要な,high_word_list,854;1357,missing
significantly,high_school,,かなり,high_word_list,107,missing
silly,high_school,,馬鹿な,high_word_list,855;1358,missing
similarity,high_school,,類似性,high_word_list,1863;2203,missing
similarly,high_school,,同様に,high_word_list,890;1393,missing
slide,high_school,,滑る,high_word_list,45,missing
slight,high_school,,かすかな,high_word_list,1041;1544,missing
slip,high_school,,滑る,high_word_list,46,missing
smart,high_school,,頭の良い,high_word_list,1042;1545,missing
snap,high_school,,パチンと鳴らす,high_word_list,1212;1715,missing
so-called,high_school,,いわゆる,high_word_list,1093;1596,missing
socially,high_school,,社会的に,high_word_list,1988;2328,missing
solid,high_school,,固い,high_word_list,657,missing
solution,high_school,,解決策,high_word_list,785;1288,missing
somewhat,high_school,,いくぶん,high_word_list,1052;1555,missing
sophisticated,high_school,,洗練された,high_word_list,1167;1670,missing
spill,high_school,,こぼす,high_word_list,920;1423,missing
spin,high_school,,回す,high_word_list,50,missing
spiritual,high_school,,精神の,high_word_list,1895;2235,missing
split,high_school,,割る,high_word_list,48,missing
spoil,high_school,,台無しにする,high_word_list,2057;2397,missing
squeeze,high_school,,絞る,high_word_list,704,missing
stable,high_school,,安定した,high_word_list,1075;1578,missing
stake,high_school,,くい,high_word_list,667,missing
stare,high_school,,じっと見つめる,high_word_list,1208;1711,missing
statistics,high_school,,統計,high_word_list,1759;2099,missing
status,high_school,,状態,high_word_list,622,missing
steadily,high_school,,着実に,high_word_list,1887;2227,missing
steady,high_school,,着実な,high_word_list,1888;2228,missing
steel,high_school,,鋼鉄,high_word_list,349,missing
stimulate,high_school,,刺激する,high_word_list,1016;1519,missing
storage,high_school,,保存,high_word_list,765;1268,missing
strain,high_school,,張る,high_word_list,662,missing
stream,high_school,,流れ,high_word_list,3,missing
stretch,high_school,,広がる,high_word_list,810;1313,missing
string,high_school,,紐,high_word_list,473,missing
stroke,high_school,,打撃,high_word_list,663,missing
strongly,high_school,,強く,high_word_list,728;1231,missing
structure,high_school,,構造,high_word_list,353,missing
stupid,high_school,,馬鹿な,high_word_list,856;1359,missing
submit,high_school,,提出する,high_word_list,1101;1604,missing
substance,high_school,,物質,high_word_list,623,missing
substitute,high_school,,代わりに使う,high_word_list,2058;2398,missing
subtle,high_school,,微妙な,high_word_list,1879;2219,missing
suburb,high_school,,郊外,high_word_list,1807;2147,missing
sudden,high_school,,突然の,high_word_list,857;1360,missing
suffer,high_school,,苦しむ,high_word_list,91,missing
suffering,high_school,,苦しみ,high_word_list,905;1408,missing
sufficient,high_school,,十分な,high_word_list,1907;2247,missing
suggestion,high_school,,提案,high_word_list,15,missing
suicide,high_school,,自殺,high_word_list,689,missing
suitable,high_school,,適した,high_word_list,858;1361,missing
sum,high_school,,合計,high_word_list,624,missing
superior,high_school,,より優れた,high_word_list,1142;1645,missing
supporter,high_school,,支援者,high_word_list,878;1381,missing
suppress,high_school,,抑える,high_word_list,1864;2204,missing
supreme,high_school,,最高の,high_word_list,88,missing
surgery,high_school,,手術,high_word_list,26,missing
suspect,high_school,,疑う,high_word_list,649;1216;1719,missing
sustain,high_school,,保持する,high_word_list,1103;1606,missing
swallow,high_school,,飲み込む,high_word_list,2010;2350,missing
swear,high_school,,誓う,high_word_list,721;1224,missing
sweep,high_school,,掃く,high_word_list,1770;2110,missing
symptom,high_school,,症状,high_word_list,669,missing
tail,high_school,,尾,high_word_list,166,missing
tale,high_school,,お話,high_word_list,1852;2192,missing
talent,high_school,,才能,high_word_list,627,missing
tap,high_school,,軽くたたく,high_word_list,1150;1653,missing
technical,high_school,,技術上の,high_word_list,1044;1547,missing
teenager,high_school,,十代,high_word_list,706,missing
telescope,high_school,,望遠鏡,high_word_list,1871;2211,missing
temperature,high_school,,温度,high_word_list,449,missing
temporary,high_school,,一時的な,high_word_list,1099;1602,missing
tension,high_school,,緊張,high_word_list,1820;2160,missing
terms,high_school,,期間,high_word_list,411,missing
terror,high_school,,恐怖,high_word_list,716,missing
testing,high_school,,試している,high_word_list,1162;1665,missing
therapy,high_school,,治療,high_word_list,740;1243,missing
threat,high_school,,脅威,high_word_list,628,missing
threaten,high_school,,脅かす,high_word_list,811;1314,missing
throat,high_school,,のど,high_word_list,665,missing
tide,high_school,,潮,high_word_list,1858;2198,missing
tip,high_school,,先,high_word_list,1860;2200,missing
tissue,high_school,,組織,high_word_list,687,missing
toe,high_school,,つま先,high_word_list,921;1424,missing
tongue,high_school,,言葉,high_word_list,629,missing
totally,high_school,,完全に,high_word_list,877;1380,missing
towards,high_school,,の方へ,high_word_list,104,missing
trading,high_school,,取引,high_word_list,737;1240,missing
traditionally,high_school,,伝統的に,high_word_list,1968;2308,missing
traffic jam,high_school,,交通渋滞,high_word_list,2000;2340,missing
tragedy,high_school,,悲劇,high_word_list,1747;2087,missing
trait,high_school,,特性,high_word_list,1753;2093,missing
transfer,high_school,,移す,high_word_list,650,missing
transform,high_school,,変える,high_word_list,812;1315,missing
transition,high_school,,遷移,high_word_list,741;1244,missing
treat,high_school,,扱う,high_word_list,60,missing
treatment,high_school,,扱い,high_word_list,631,missing
treaty,high_school,,条約,high_word_list,677,missing
tremendous,high_school,,非常に大きな,high_word_list,2053;2393,missing
tribe,high_school,,部族,high_word_list,632,missing
trigger,high_school,,引き金,high_word_list,941;1444,missing
troop,high_school,,群れ,high_word_list,389,missing
tropical,high_school,,熱帯の,high_word_list,1881;2221,missing
truly,high_school,,真に,high_word_list,267,missing
truth,high_school,,真実,high_word_list,266,missing
twin,high_school,,ふたご,high_word_list,883;1386,missing
twist,high_school,,捻る,high_word_list,10,missing
typical,high_school,,典型的な,high_word_list,1045;1548,missing
typically,high_school,,典型的に,high_word_list,1082;1585,missing
ultimate,high_school,,究極の,high_word_list,1930;2270,missing
unable,high_school,,できない,high_word_list,477,missing
undergo,high_school,,経験する,high_word_list,2003;2343,missing
unemployment,high_school,,失業,high_word_list,1797;2137,missing
unfortunately,high_school,,残念なことに,high_word_list,1193;1696,missing
union,high_school,,統合,high_word_list,634,missing
unit,high_school,,単位,high_word_list,223,missing
universal,high_school,,普遍的な,high_word_list,1046;1549,missing
unknown,high_school,,未知の,high_word_list,861;1364,missing
unlikely,high_school,,起こりそうにない,high_word_list,2059;2399,missing
unpleasant,high_school,,不愉快な,high_word_list,1965;2305,missing
unusual,high_school,,めずらしい,high_word_list,1144;1647,missing
update,high_school,,更新する,high_word_list,1996;2336,missing
urban,high_school,,都会の,high_word_list,862;1365,missing
urge,high_school,,強く促す,high_word_list,2022;2362,missing
useless,high_school,,役に立たない,high_word_list,1189;1692,missing
valuable,high_school,,貴重な,high_word_list,863;1366,missing
variation,high_school,,変化,high_word_list,666,missing
vary,high_school,,多様化する,high_word_list,494,missing
vehicle,high_school,,乗り物,high_word_list,786;1289,missing
venture,high_school,,冒険的事業,high_word_list,1152;1655,missing
verbal,high_school,,言葉の,high_word_list,1949;2289,missing
vessel,high_school,,容器,high_word_list,713,missing
vice,high_school,,副,high_word_list,1855;2195,missing
victim,high_school,,犠牲者,high_word_list,787;1290,missing
viewer,high_school,,観察者,high_word_list,914;1417,missing
virtually,high_school,,実質的に,high_word_list,1053;1556,missing
virtue,high_school,,徳,high_word_list,1857;2197,missing
virus,high_school,,ウイルス,high_word_list,951;1454,missing
visible,high_school,,目に見える,high_word_list,1145;1648,missing
vision,high_school,,未来像,high_word_list,788;1291,missing
vital,high_school,,極めて重要な,high_word_list,1190;1693,missing
vote,high_school,,投票する,high_word_list,1022;1525,missing
voter,high_school,,投票者,high_word_list,78,missing
voyage,high_school,,航海,high_word_list,1808;2148,missing
vulnerable,high_school,,傷つきやすい,high_word_list,1203;1706,missing
wage,high_school,,賃金,high_word_list,1763;2103,missing
wan,high_school,,青ざめた,high_word_list,2025;2365,missing
warn,high_school,,警告する,high_word_list,1023;1526,missing
wealthy,high_school,,裕福な,high_word_list,864;1367,missing
whatever,high_school,,なんでも,high_word_list,448,missing
whenever,high_school,,する時はいつでも,high_word_list,1221;1724,missing
wherever,high_school,,どこでも,high_word_list,1055;1558,missing
whisper,high_school,,ささやく,high_word_list,2018;2358,missing
widely,high_school,,広範囲に,high_word_list,1054;1557,missing
wildlife,high_school,,野生動物,high_word_list,1102;1605,missing
willing,high_school,,いとわない,high_word_list,1147;1650,missing
wipe,high_school,,拭く,high_word_list,24,missing
wise,high_school,,賢い,high_word_list,36,missing
withdraw,high_school,,撤回する,high_word_list,1079;1582,missing
witness,high_school,,目撃者,high_word_list,789;1292,missing
worried,high_school,,心配した,high_word_list,1098;1601,missing
yell,high_school,,大声を上げる,high_word_list,2055;2395,missing
yield,high_school,,産出する,high_word_list,1072;1575,missing
