expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
swallow,swallow,word,を飲み込む，嚥下する,を飲み込む，嚥下する,high_school,3,2,2,動詞,2:1595,1
sweep,sweep,word,掃く，払う,掃く，払う,high_school,3,2,2,動詞,2:1416,1
tale,tale,word,お話，物語,お話，物語,high_school,3,2,2,名詞,2:1276,1
talent,talent,word,才能，能力,才能，能力,high_school,3,2,2,名詞,2:1156,1
tame,tame,word,飼いならす,飼いならす / 飼い慣らされた，家畜化された，馴染む,high_school,1,2,2;pre1;1,動詞,2:2180;pre1:49;1:1789,3
tap,tap,word,軽くたたく，軽く打つ,軽くたたく，軽く打つ,high_school,3,2,2,動詞,2:1046,1
technical,technical,word,技術上の，専門的な,技術上の，専門的な,high_school,3,2,2,形容詞,2:1102,1
telescope,telescope,word,望遠鏡，遠望鏡,望遠鏡，遠望鏡,high_school,3,2,2,名詞,2:1160,1
terribly,terribly,word,ひどく，ものすごく,ひどく，ものすごく,high_school,3,2,2;pre1,副詞,2:856;pre1:27,2
thermometer,thermometer,word,温度計，気温計,温度計，気温計 / 温度計，体温計,high_school,1,2,2;pre1;1,名詞,2:923;pre1:794;1:1193,3
thorough,thorough,word,徹底した,徹底した,high_school,3,2,2;pre1,形容詞,2:2092;pre1:442,2
thrust,thrust,word,突き上げる,突き上げる,high_school,3,2,2;pre1,動詞,2:2048;pre1:3288,2
tide,tide,word,潮，潮流,潮，潮流,high_school,3,2,2,名詞,2:1490,1
tidy,tidy,word,きちんとした,きちんとした / きちんとした，整った,high_school,1,2,2;pre1;1,形容詞,2:2215;pre1:279;1:527,3
tip,tip,word,先，前方,先，前方,high_school,3,2,2,名詞,2:1134,1
toll,toll,word,料金,料金,high_school,3,2,2;pre1,名詞,2:2060;pre1:1770,2
tourism,tourism,word,観光，観覧,観光，観覧,high_school,3,2,2,名詞,2:768,1
toxic,toxic,word,有毒な,有毒な / 有毒な，毒性の，毒のある,high_school,1,2,2;pre1;1,形容詞,2:2243;pre1:2149;1:334,3
tragedy,tragedy,word,悲劇，悲惨な出来事,悲劇，悲惨な出来事,high_school,3,2,2,名詞,2:675,1
trait,trait,word,特性，特色,特性，特色,high_school,3,2,2,名詞,2:999,1
transaction,transaction,word,取引,取引,high_school,3,2,2;pre1,名詞,2:2061;pre1:1073,2
translation,translation,word,翻訳，訳文,翻訳，訳文,high_school,3,2,2,名詞,2:799,1
transportation,transportation,word,交通，輸送,交通，輸送,high_school,3,2,2,名詞,2:611,1
tremble,tremble,word,震える，おののく,震える，おののく,high_school,3,2,2;pre1,動詞,2:881;pre1:1386,2
tremendous,tremendous,word,非常に大きな，極めて大きい,非常に大きな，極めて大きい,high_school,3,2,2,形容詞,2:1060,1
trivial,trivial,word,取るに足らない,取るに足らない,high_school,3,2,2;pre1,形容詞,2:2091;pre1:1302,2
troop,troop,word,群れ，集団,群れ，集団,high_school,3,2,2;pre1,名詞,2:1010;pre1:3105,2
tropical,tropical,word,熱帯の，熱帯気候の,熱帯の，熱帯気候の,high_school,3,2,2,形容詞,2:902,1
tuition,tuition,word,授業料，学費,授業料，学費,high_school,3,2,2;pre1,名詞,2:2291;pre1:2592,2
tumor,tumor,word,腫瘍,腫瘍,high_school,3,2,2;pre1,名詞,2:2045;pre1:2862,2
twin,twin,word,双子，二卵性双生児,双子，二卵性双生児,high_school,3,2,2,名詞,2:1167,1
twist,twist,word,ねじれ，より合わせる,ねじれ，より合わせる,high_school,3,2,2;pre1,名詞/動詞;名詞,2:722;pre1:3162,2
ugly,ugly,word,醜い,醜い / 醜い，見苦しい,high_school,1,2,2;pre1;1,形容詞,2:2222;pre1:60;1:232,3
ultimate,ultimate,word,究極の，最後の,究極の，最後の,high_school,3,2,2,形容詞,2:1159,1
undergo,undergo,word,経験する，体験する,経験する，体験する,high_school,3,2,2;pre1,動詞,2:1811;pre1:3249,2
undertake,undertake,word,引き受ける,引き受ける,high_school,3,2,2;pre1,動詞,2:2171;pre1:840,2
unexpected,unexpected,word,意外な，突然の,意外な，突然の,high_school,3,2,2,形容詞,2:624,1
unlikely,unlikely,word,起こりそうにない，ありそうもない,起こりそうにない，ありそうもない,high_school,3,2,2,形容詞,2:1839,1
unpleasant,unpleasant,word,不愉快な，不快な,不愉快な，不快な,high_school,3,2,2,形容詞,2:1587,1
unusual,unusual,word,珍しい，異常な,珍しい，異常な,high_school,3,2,2,形容詞,2:1369,1
unusually,unusually,word,異常に，めったにないほど,異常に，めったにないほど,high_school,3,2,2,副詞,2:564,1
urge,urge,word,強く促す，早める,強く促す，早める,high_school,3,2,2,動詞,2:1581;2:2093,2
utilize,utilize,word,利用する,利用する,high_school,3,2,2;pre1,動詞,2:2136;pre1:1108,2
utter,utter,word,完全な,完全な,high_school,3,2,2;pre1,形容詞,2:2033;pre1:544,2
vaccine,vaccine,word,ワクチン，予防接種,ワクチン，予防接種,high_school,3,2,2,名詞,2:555,1
vain,vain,word,うぬぼれの強い，自惚れた,うぬぼれの強い，自惚れた / うぬぼれが強い，自惚れた,high_school,1,2,2;pre1;1,形容詞,2:949;pre1:455;1:1261,3
vanish,vanish,word,消える,消える,high_school,3,2,2;pre1,動詞,2:2125;pre1:154,2
verbal,verbal,word,言葉の，語句の,言葉の，語句の,high_school,3,2,2;pre1,形容詞,2:1748;pre1:3310,2
vessel,vessel,word,容器，器,容器，器,high_school,3,2,2;pre1,名詞,2:1074;pre1:3218,2
vice,vice,word,副担当の，代理の,副担当の，代理の / 副,high_school,3,2,2;pre1,形容詞;名詞,2:1469;pre1:2934,2
virtue,virtue,word,徳，道徳,徳，道徳 / 美徳，徳,high_school,3,2,2;pre1,名詞,2:1034;pre1:2942,2
visually,visually,word,視覚的に，目で見て,視覚的に，目で見て,high_school,3,2,2,副詞,2:855,1
vivid,vivid,word,鮮やかな,鮮やかな,high_school,3,2,2;pre1,形容詞,2:2293;pre1:564,2
vocabulary,vocabulary,word,単語，語彙,単語，語彙,high_school,3,2,2,名詞,2:704,1
voluntarily,voluntarily,word,自発的に，自ら進んで,自発的に，自ら進んで,high_school,3,2,2,副詞,2:590,1
vow,vow,word,誓い,誓い,high_school,3,2,2;pre1,名詞,2:2252;pre1:588,2
voyage,voyage,word,航海，航行,航海，航行,high_school,3,2,2,名詞,2:596,1
wage,wage,word,賃金，報酬,賃金，報酬,high_school,3,2,2,名詞,2:1183,1
wan,wan,word,青ざめた，蒼白な,青ざめた，蒼白な / 青白い，元気ない,high_school,3,2,2;1,形容詞,2:1149;1:4252,2
warm,warm,word,暖かい，温暖な,暖かい，温暖な,high_school,3,2,2,形容詞,2:639,1
weigh,weigh,word,重さがある，の重さを量る,重さがある，の重さを量る,high_school,3,2,2,動詞,2:1838,1
welfare,welfare,word,福祉，幸福,福祉，幸福,high_school,3,2,2,名詞,2:663,1
whereas,whereas,word,である一方で，だが一方で,である一方で，だが一方で,high_school,3,2,2,接続詞,2:1280,1
whistle,whistle,word,口笛を吹く，口笛をする,口笛を吹く，口笛をする,high_school,3,2,2,動詞,2:595,1
willing,willing,word,いとわない，快諾する,いとわない，快諾する,high_school,3,2,2,形容詞,2:1179,1
withstand,withstand,word,耐える,耐える,high_school,3,2,2;pre1,動詞,2:2066;pre1:1767,2
yell,yell,word,大声で叫ぶ，大声を出す,大声で叫ぶ，大声を出す,high_school,3,2,2,動詞,2:719,1
abandonment,abandonment,word,放棄，遺棄,放棄，遺棄,exam,3,pre1,pre1,名詞,pre1:1823,1
abbreviate,abbreviate,word,を略する，短縮する,を略する，短縮する,exam,3,pre1,pre1,動詞,pre1:2402,1
abbreviation,abbreviation,word,省略，略語,省略，略語,exam,3,pre1,pre1,名詞,pre1:1743,1
abolition,abolition,word,廃止，撤廃,廃止，撤廃,exam,3,pre1,pre1,名詞,pre1:1866,1
aboriginal,aboriginal,word,先住民の，土着の,先住民の，土着の,exam,3,pre1,pre1,形容詞,pre1:2292,1
abort,abort,word,中絶する，流産する,中絶する，流産する / 中絶する，挫折する,exam,3,pre1,pre1;1,動詞,pre1:2526;1:685,2
abound,abound,word,たくさんいる，多い,たくさんいる，多い,exam,3,pre1,pre1,動詞,pre1:2244,1
abstain,abstain,word,控える，慎む,控える，慎む,exam,3,pre1,pre1;1,動詞,pre1:3005;1:4226,2
abstraction,abstraction,word,抽象的,抽象的,exam,3,pre1,pre1,名詞,pre1:2865,1
absurd,absurd,word,ばかげた，道理に合わない,ばかげた，道理に合わない,exam,3,pre1,pre1,形容詞,pre1:576,1
abundance,abundance,word,豊富,豊富,exam,3,pre1,pre1,名詞,pre1:786,1
abuse,abuse,word,乱用，悪用,乱用，悪用,exam,3,pre1,pre1,名詞,pre1:270,1
abusive,abusive,word,虐待的な，乱用の,虐待的な，乱用の,exam,3,pre1,pre1,形容詞,pre1:1498,1
accelerate,accelerate,word,加速する,加速する,exam,3,pre1,pre1,動詞,pre1:2164,1
accessible,accessible,word,行きやすい，便利な,行きやすい，便利な,exam,3,pre1,pre1;1,形容詞,pre1:1153;1:349,2
acclaim,acclaim,word,称賛する,称賛する,exam,3,pre1,pre1;1,動詞,pre1:2925;1:2240,2
accord,accord,word,一致する，調和する,一致する，調和する,exam,3,pre1,pre1,動詞,pre1:3208,1
accountability,accountability,word,説明責任,説明責任,exam,3,pre1,pre1,名詞,pre1:2941,1
accountant,accountant,word,会計士，会計係,会計士，会計係,exam,3,pre1,pre1,名詞,pre1:1138,1
accounting,accounting,word,会計，計算,会計，計算,exam,3,pre1,pre1;1,名詞,pre1:982;1:31,2
accumulation,accumulation,word,蓄積,蓄積,exam,3,pre1,pre1,名詞,pre1:2066,1
accurately,accurately,word,正確に，綿密に,正確に，綿密に,exam,3,pre1,pre1,副詞,pre1:662,1
accusation,accusation,word,非難，告発,非難，告発,exam,3,pre1,pre1,名詞,pre1:1072,1
accustom,accustom,word,慣れる,慣れる,exam,3,pre1,pre1,動詞,pre1:3306,1
ache,ache,word,痛み,痛み,exam,3,pre1,pre1,名詞,pre1:424,1
acid,acid,word,酸の，酸性の,酸の，酸性の,exam,3,pre1,pre1,形容詞,pre1:3396,1
acoustic,acoustic,word,音響の，聴覚の,音響の，聴覚の,exam,3,pre1,pre1,形容詞,pre1:2664,1
acquisition,acquisition,word,取得,取得,exam,3,pre1,pre1,名詞,pre1:596,1
acquit,acquit,word,無罪宣告する、無罪を証明する,無罪宣告する、無罪を証明する / 無罪宣告する，無罪を証明する,exam,3,pre1,pre1;1,動詞,pre1:3056;1:1507,2
activate,activate,word,作動させる,作動させる,exam,3,pre1,pre1,動詞,pre1:425,1
addiction,addiction,word,中毒性,中毒性,exam,3,pre1,pre1,名詞,pre1:2317,1
addictive,addictive,word,中毒性の、依存性の,中毒性の、依存性の / 中毒性の，依存性の,exam,3,pre1,pre1;1,形容詞,pre1:3016;1:1498,2
adhere,adhere,word,遵守する,遵守する,exam,3,pre1,pre1,動詞,pre1:3371,1
adjacent,adjacent,word,隣接している,隣接している / 隣接している，近接する,exam,3,pre1,pre1;1,形容詞,pre1:2623;1:1432,2
adjective,adjective,word,形容詞，形容する言葉,形容詞，形容する言葉,exam,3,pre1,pre1;1,名詞,pre1:1201;1:1211,2
adjustable,adjustable,word,調整可能な，順応できる,調整可能な，順応できる,exam,3,pre1,pre1,形容詞,pre1:1986,1
adjustment,adjustment,word,調整，調節,調整，調節,exam,3,pre1,pre1,名詞,pre1:316,1
administer,administer,word,を管理する，治める,を管理する，治める,exam,3,pre1,pre1,動詞,pre1:1482,1
administrative,administrative,word,運営の，管理の,運営の，管理の,exam,3,pre1,pre1;1,形容詞,pre1:1025;1:212,2
administrator,administrator,word,管理者，行政官,管理者，行政官,exam,3,pre1,pre1,名詞,pre1:1408,1
admirable,admirable,word,見事な，立派な,見事な，立派な / 見事な，素晴らしい,exam,3,pre1,pre1;1,形容詞,pre1:1411;1:1506,2
admiral,admiral,word,提督，司令官,提督，司令官,exam,3,pre1,pre1,名詞,pre1:1856,1
admiration,admiration,word,感心，賞賛,感心，賞賛,exam,3,pre1,pre1,名詞,pre1:369,1
admonish,admonish,word,訓戒する，警告する,訓戒する，警告する,exam,3,pre1,pre1;1,動詞,pre1:3090;1:653,2
adolescence,adolescence,word,青春期，思春期,青春期，思春期,exam,3,pre1,pre1,名詞,pre1:2216,1
adoption,adoption,word,採用，受け入れ,採用，受け入れ,exam,3,pre1,pre1;1,名詞,pre1:1598;1:160,2
adorable,adorable,word,愛らしい,愛らしい,exam,3,pre1,pre1,形容詞,pre1:3108,1
adore,adore,word,崇拝する，敬愛する,崇拝する，敬愛する,exam,3,pre1,pre1,動詞,pre1:1568,1
adorn,adorn,word,を飾る,を飾る,exam,3,pre1,pre1,動詞,pre1:1662,1
adornment,adornment,word,装飾品,装飾品,exam,3,pre1,pre1,名詞,pre1:2436,1
adventure,adventure,word,冒険,冒険,exam,3,pre1,pre1,名詞,pre1:82,1
adverb,adverb,word,副詞,副詞,exam,3,pre1,pre1,名詞,pre1:1267,1
adverse,adverse,word,反対の，逆の,反対の，逆の,exam,3,pre1,pre1;1,形容詞,pre1:2023;1:222,2
aerial,aerial,word,大気の，空気の,大気の，空気の,exam,3,pre1,pre1,形容詞,pre1:2337,1
aerospace,aerospace,word,航空宇宙,航空宇宙,exam,3,pre1,pre1,名詞,pre1:1961,1
aesthetic,aesthetic,word,美的な,美的な,exam,3,pre1,pre1,形容詞,pre1:2194,1
afar,afar,word,はるか遠くに,はるか遠くに,exam,3,pre1,pre1,副詞,pre1:2405,1
affectionate,affectionate,word,愛情深い，優しい,愛情深い，優しい,exam,3,pre1,pre1,形容詞,pre1:1950,1
affiliate,affiliate,word,連携させる，合併する,連携させる，合併する,exam,3,pre1,pre1,動詞,pre1:2917,1
affirm,affirm,word,を断言する，明言する,を断言する，明言する,exam,3,pre1,pre1,動詞,pre1:1938,1
affirmative,affirmative,word,断定的な，肯定的な,断定的な，肯定的な,exam,3,pre1,pre1,形容詞,pre1:2006,1
afflict,afflict,word,を苦しめる，悩ます,を苦しめる，悩ます,exam,3,pre1,pre1,動詞,pre1:2030,1
affluent,affluent,word,裕福な，富裕な,裕福な，富裕な,exam,3,pre1,pre1;1,形容詞,pre1:2770;1:376,2
afterward,afterward,word,その後,その後,exam,3,pre1,pre1,副詞,pre1:91,1
aggravate,aggravate,word,悪化させる，劣化させる,悪化させる，劣化させる,exam,3,pre1,pre1;1,動詞,pre1:2905;1:494,2
aging,aging,word,老化,老化,exam,3,pre1,pre1,名詞,pre1:2074,1
agitate,agitate,word,を扇動する，揺り動かす,を扇動する，揺り動かす / かき立てる,exam,3,pre1,pre1;1,動詞,pre1:2800;1:3277,2
agitation,agitation,word,動揺,動揺,exam,3,pre1,pre1,名詞,pre1:2168,1
agonize,agonize,word,苦しむ,苦しむ,exam,3,pre1,pre1,動詞,pre1:2232,1
agony,agony,word,激しい苦痛，苦悶,激しい苦痛，苦悶,exam,3,pre1,pre1,名詞,pre1:799,1
aide,aide,word,助力者,助力者,exam,3,pre1,pre1,名詞,pre1:1472,1
aimless,aimless,word,目的のない,目的のない,exam,3,pre1,pre1,形容詞,pre1:3333,1
akin,akin,word,同族の，血族の,同族の，血族の,exam,3,pre1,pre1,形容詞,pre1:2781,1
algebra,algebra,word,代数,代数,exam,3,pre1,pre1,名詞,pre1:1749,1
alienate,alienate,word,を遠ざける,を遠ざける,exam,3,pre1,pre1,動詞,pre1:2881,1
allegation,allegation,word,主張，申し立て,主張，申し立て,exam,3,pre1,pre1,名詞,pre1:2274,1
allege,allege,word,を申し立てる，主張する,を申し立てる，主張する,exam,3,pre1,pre1,動詞,pre1:1836,1
alleged,alleged,word,容疑のある,容疑のある,exam,3,pre1,pre1,形容詞,pre1:2144,1
allegedly,allegedly,word,申し立てによると，主張によると,申し立てによると，主張によると,exam,3,pre1,pre1;1,副詞,pre1:2170;1:421,2
alleviate,alleviate,word,和らげる，軽減する,和らげる，軽減する,exam,3,pre1,pre1;1,動詞,pre1:3030;1:670,2
alleviated,alleviated,word,軽減された,軽減された,exam,3,pre1,pre1,形容詞,pre1:3233,1
alley,alley,word,路地,路地,exam,3,pre1,pre1,名詞,pre1:1121,1
allied,allied,word,同盟を結んでいる，連携している,同盟を結んでいる，連携している,exam,3,pre1,pre1;1,形容詞,pre1:1943;1:520,2
allocate,allocate,word,割り当てる,割り当てる,exam,3,pre1,pre1,動詞,pre1:3309,1
allocation,allocation,word,割り当て，配置,割り当て，配置,exam,3,pre1,pre1,名詞,pre1:2636,1
allot,allot,word,を割り当てる，充当する,を割り当てる，充当する / 割り当てる,exam,3,pre1,pre1;1,動詞,pre1:2408;1:3409,2
almighty,almighty,word,全能の,全能の,exam,3,pre1,pre1,形容詞,pre1:1259,1
alongside,alongside,word,と一緒に，並行して,と一緒に，並行して,exam,3,pre1,pre1;1,副詞,pre1:1102;1:2,2
aloof,aloof,word,離れて，遠ざかって,離れて，遠ざかって,exam,3,pre1,pre1,副詞,pre1:2569,1
altar,altar,word,祭壇,祭壇,exam,3,pre1,pre1,名詞,pre1:1574,1
alteration,alteration,word,変更,変更,exam,3,pre1,pre1,名詞,pre1:3035,1
alternate,alternate,word,代わりの,代わりの,exam,3,pre1,pre1,形容詞,pre1:3121,1
ambassador,ambassador,word,大使,大使,exam,3,pre1,pre1,名詞,pre1:473,1
ambitious,ambitious,word,野心的な，大志を抱く,野心的な，大志を抱く,exam,3,pre1,pre1;1,形容詞,pre1:376;1:302,2
ameliorate,ameliorate,word,改善する,改善する,exam,3,pre1,pre1,動詞,pre1:3272,1
amend,amend,word,を修正する，改良する,を修正する，改良する,exam,3,pre1,pre1,動詞,pre1:1884,1
amiable,amiable,word,愛想が良い，感じが良い,愛想が良い，感じが良い,exam,3,pre1,pre1,形容詞,pre1:2477,1
amicable,amicable,word,友好的な,友好的な,exam,3,pre1,pre1,形容詞,pre1:3049,1
amid,amid,word,真ん中に，の中に,真ん中に，の中に,exam,3,pre1,pre1,前置詞,pre1:2052,1
ammunition,ammunition,word,弾薬,弾薬,exam,3,pre1,pre1,名詞,pre1:3101,1
amnesty,amnesty,word,恩赦,恩赦,exam,3,pre1,pre1,名詞,pre1:3319,1
ample,ample,word,広大な，広い,広大な，広い,exam,3,pre1,pre1,形容詞,pre1:1039,1
amplify,amplify,word,を拡大する，増大する,を拡大する，増大する,exam,3,pre1,pre1,動詞,pre1:2631,1
analogous,analogous,word,類似している,類似している / 類似の，似ている,exam,3,pre1,pre1;1,形容詞,pre1:2407;1:1275,2
analogy,analogy,word,類似,類似,exam,3,pre1,pre1,名詞,pre1:2259,1
anarchy,anarchy,word,無秩序，無政府状態,無秩序，無政府状態 / 無秩序，混沌,exam,3,pre1,pre1;1,名詞,pre1:2829;1:1829,2
anatomy,anatomy,word,解剖学,解剖学,exam,3,pre1,pre1,名詞,pre1:2110,1
anecdote,anecdote,word,逸話,逸話,exam,3,pre1,pre1,名詞,pre1:2476,1
anguish,anguish,word,苦悩，苦悶,苦悩，苦悶,exam,3,pre1,pre1,名詞,pre1:1962,1
annotation,annotation,word,注釈,注釈,exam,3,pre1,pre1;1,名詞,pre1:3391;1:3271,2
anonymous,anonymous,word,匿名の，不明の,匿名の，不明の,exam,3,pre1,pre1,形容詞,pre1:1676,1
anthem,anthem,word,賛歌，賛美歌,賛歌，賛美歌,exam,3,pre1,pre1;1,名詞,pre1:3069;1:1901,2
anticipate,anticipate,word,を期待する，予想する,を期待する，予想する,exam,3,pre1,pre1,動詞,pre1:602,1
anticipation,anticipation,word,期待，予想,期待，予想,exam,3,pre1,pre1,名詞,pre1:927,1
antique,antique,word,骨董の，古風な,骨董の，古風な,exam,3,pre1,pre1,形容詞,pre1:407,1
anyhow,anyhow,word,どうしても，なんとしても,どうしても，なんとしても,exam,3,pre1,pre1,副詞,pre1:234,1
apathy,apathy,word,無関心，無感動,無関心，無感動 / 無関心,exam,3,pre1,pre1;1,名詞,pre1:2423;1:3238,2
ape,ape,word,類人猿，大猿,類人猿，大猿,exam,3,pre1,pre1;1,名詞,pre1:1354;1:174,2
apiece,apiece,word,各自で,各自で / 一つに付き,exam,3,pre1,pre1;1,副詞,pre1:2888;1:2252,2
apparatus,apparatus,word,器具，装置,器具，装置,exam,3,pre1,pre1,名詞,pre1:853,1
appetizer,appetizer,word,前菜,前菜,exam,3,pre1,pre1,名詞,pre1:1706,1
applaud,applaud,word,拍手する,拍手する,exam,3,pre1,pre1,動詞,pre1:1176,1
appliance,appliance,word,家電，電化製品,家電，電化製品,exam,3,pre1,pre1,名詞,pre1:3243,1
applicable,applicable,word,該当する,該当する,exam,3,pre1,pre1,形容詞,pre1:1736,1
appreciation,appreciation,word,感謝，称賛,感謝，称賛,exam,3,pre1,pre1;1,名詞,pre1:558;1:112,2
apprehend,apprehend,word,を逮捕する,を逮捕する / 捕らえる，捕獲する,exam,3,pre1,pre1;1,動詞,pre1:2911;1:1344,2
apprehension,apprehension,word,気遣い、不安、配慮や心配,気遣い、不安、配慮や心配 / 気遣い，不安，配慮や心配,exam,3,pre1,pre1;1,名詞,pre1:3240;1:1691,2
apprentice,apprentice,word,見習い,見習い,exam,3,pre1,pre1,名詞,pre1:1756,1
approximate,approximate,word,およその,およその,exam,3,pre1,pre1,形容詞,pre1:1790,1
aptitude,aptitude,word,素質，才能,素質，才能 / 適性,exam,3,pre1,pre1;1,名詞,pre1:2398;1:3384,2
aquatic,aquatic,word,水生の，水の,水生の，水の / 水生の，水中の,exam,3,pre1,pre1;1,形容詞,pre1:2534;1:602,2
arc,arc,word,円弧，孤,円弧，孤,exam,3,pre1,pre1,名詞,pre1:460,1
archaeological,archaeological,word,考古学の，古典的な,考古学の，古典的な / 考古学の,exam,3,pre1,pre1;1,形容詞,pre1:186;1:11,2
archaic,archaic,word,古風な，すたれた,古風な，すたれた,exam,3,pre1,pre1,形容詞,pre1:2250,1
architectural,architectural,word,建築の,建築の,exam,3,pre1,pre1,形容詞,pre1:1140,1
archive,archive,word,書庫，保存場所,書庫，保存場所,exam,3,pre1,pre1,名詞,pre1:3335,1
arduous,arduous,word,骨の折れる，困難な,骨の折れる，困難な,exam,3,pre1,pre1;1,形容詞,pre1:3216;1:743,2
arena,arena,word,舞台，闘技場,舞台，闘技場,exam,3,pre1,pre1,名詞,pre1:505,1
aristocrat,aristocrat,word,貴族,貴族,exam,3,pre1,pre1,名詞,pre1:3166,1
aristocratic,aristocratic,word,貴族の,貴族の,exam,3,pre1,pre1,形容詞,pre1:2145,1
arithmetic,arithmetic,word,算数,算数 / 算数，算術，計算,exam,3,pre1,pre1;1,名詞,pre1:716;1:1932,2
armament,armament,word,武装,武装,exam,3,pre1,pre1,名詞,pre1:3179,1
arouse,arouse,word,を起こす，喚起する,を起こす，喚起する,exam,3,pre1,pre1,動詞,pre1:1656,1
array,array,word,整列させる，並べる,整列させる，並べる,exam,3,pre1,pre1;1,動詞,pre1:2111;1:252,2
arrogance,arrogance,word,傲慢,傲慢,exam,3,pre1,pre1,名詞,pre1:2330,1
articulate,articulate,word,明確にする,明確にする,exam,3,pre1,pre1,動詞,pre1:2955,1
artifact,artifact,word,遺物，工芸品,遺物，工芸品,exam,3,pre1,pre1,名詞,pre1:3344,1
artisan,artisan,word,職人,職人,exam,3,pre1,pre1,名詞,pre1:2175,1
ascent,ascent,word,上昇,上昇 / 上昇，昇格,exam,3,pre1,pre1;1,名詞,pre1:1325;1:1817,2
ascertain,ascertain,word,を確かめる,を確かめる,exam,3,pre1,pre1,動詞,pre1:2289,1
ascribe,ascribe,word,のせいにする，責任を転嫁する,のせいにする，責任を転嫁する,exam,3,pre1,pre1;1,動詞,pre1:3091;1:1291,2
ashtray,ashtray,word,灰皿,灰皿,exam,3,pre1,pre1,名詞,pre1:361,1
aspire,aspire,word,熱望する，憧れる,熱望する，憧れる,exam,3,pre1,pre1,動詞,pre1:2047,1
assassin,assassin,word,暗殺者，刺客,暗殺者，刺客,exam,3,pre1,pre1,名詞,pre1:2682,1
assassinate,assassinate,word,を暗殺する,を暗殺する,exam,3,pre1,pre1,動詞,pre1:2240,1
assert,assert,word,主張する，主意を表す,主張する，主意を表す,exam,3,pre1,pre1;1,動詞,pre1:289;1:426,2
assertive,assertive,word,断定的な,断定的な,exam,3,pre1,pre1;1,形容詞,pre1:2588;1:3077,2
assimilate,assimilate,word,吸収する，同化する，取り込む,吸収する，同化する，取り込む,exam,3,pre1,pre1;1,動詞,pre1:2454;1:537,2
assorted,assorted,word,盛り合わせの,盛り合わせの,exam,3,pre1,pre1,形容詞,pre1:2260,1
assurance,assurance,word,保証，請け合い,保証，請け合い,exam,3,pre1,pre1,名詞,pre1:894,1
asteroid,asteroid,word,小惑星,小惑星 / 小惑星，アステロイド,exam,3,pre1,pre1;1,名詞,pre1:3262;1:1034,2
astray,astray,word,道に迷って,道に迷って,exam,3,pre1,pre1,副詞,pre1:2554,1
astronomer,astronomer,word,天文学者,天文学者,exam,3,pre1,pre1,名詞,pre1:1019,1
astronomy,astronomy,word,天文学,天文学,exam,3,pre1,pre1,名詞,pre1:1382,1
athletic,athletic,word,競技の，運動家の,競技の，運動家の,exam,3,pre1,pre1,形容詞,pre1:445,1
atlas,atlas,word,地図帳,地図帳,exam,3,pre1,pre1,名詞,pre1:165,1
atom,atom,word,原子，微小分子,原子，微小分子,exam,3,pre1,pre1,名詞,pre1:156,1
atop,atop,word,頂上に，の上に,頂上に，の上に,exam,3,pre1,pre1,副詞,pre1:2983,1
attain,attain,word,を達成する，獲得する,を達成する，獲得する,exam,3,pre1,pre1,動詞,pre1:508,1
attainment,attainment,word,達成，到達,達成，到達,exam,3,pre1,pre1,名詞,pre1:2266,1
attendance,attendance,word,出席，参列,出席，参列,exam,3,pre1,pre1,名詞,pre1:976,1
attendant,attendant,word,付き添い，付随,付き添い，付随,exam,3,pre1,pre1,名詞,pre1:679,1
attentive,attentive,word,注意深い,注意深い,exam,3,pre1,pre1;1,形容詞,pre1:1002;1:2070,2
attest,attest,word,を証明する,を証明する,exam,3,pre1,pre1,動詞,pre1:2900,1
attic,attic,word,屋根裏,屋根裏,exam,3,pre1,pre1,名詞,pre1:2010,1
audacity,audacity,word,大胆さ,大胆さ,exam,3,pre1,pre1;1,名詞,pre1:3280;1:3258,2
audible,audible,word,聞くことのできる,聞くことのできる,exam,3,pre1,pre1,形容詞,pre1:3185,1
audit,audit,word,監査，会計検査,監査，会計検査,exam,3,pre1,pre1,名詞,pre1:2092,1
auditor,auditor,word,監査人,監査人,exam,3,pre1,pre1,名詞,pre1:3114,1
auditorium,auditorium,word,講堂,講堂,exam,3,pre1,pre1,名詞,pre1:3373,1
austere,austere,word,厳格な、厳重な,厳格な、厳重な / 厳格な，厳重な,exam,3,pre1,pre1;1,形容詞,pre1:3223;1:1391,2
authentic,authentic,word,本物の，信頼できる,本物の，信頼できる,exam,3,pre1,pre1,形容詞,pre1:2082,1
authorize,authorize,word,許可する,許可する,exam,3,pre1,pre1,動詞,pre1:1215,1
autograph,autograph,word,署名，サイン,署名，サイン,exam,3,pre1,pre1,名詞,pre1:3213,1
autonomy,autonomy,word,自治，自主性,自治，自主性,exam,3,pre1,pre1,名詞,pre1:2135,1
avail,avail,word,利用する,利用する,exam,3,pre1,pre1,動詞,pre1:1765,1
availability,availability,word,可用性，利用可能性,可用性，利用可能性,exam,3,pre1,pre1;1,名詞,pre1:2993;1:316,2
avalanche,avalanche,word,雪崩,雪崩,exam,3,pre1,pre1,名詞,pre1:2834,1
avert,avert,word,を逸らす，避ける,を逸らす，避ける,exam,3,pre1,pre1,動詞,pre1:2745,1
aviation,aviation,word,航空，飛行,航空，飛行,exam,3,pre1,pre1,名詞,pre1:2304,1
